project_id,fragment,char_location,type,keyword,label
8b5998c365afc657f15be1f9ebedf2ce,"es; stories that need to be told to others so 
that the wisdom gained from their journey will not be lost. This film will be shown at retreats, conferences and peer supp",461.0,journey,journey,tp.nan
bba26552102b0e8fe04f65b413261afd,,,none,,tp.nan
836034582b92f64c4e03a4a647de6c37,,,none,,tp.nan
545e074fbf634055d773bf1173ad2d00,,,none,,tp.nan
428c4a5cd7dae94b4ccfcbb9e7c99f67,,,none,,tp.nan
fdb49ef3fc412a6802543838041e41c0,,,none,,tp.nan
3f3f894d8dd45a13c2569875aef23a55,,,none,,tp.nan
eab584ec0c0661c6d04fe9e6f5a96dd5,,,none,,tp.nan
9380b9f8ea308f85fa41e5d680a2cfae,,,none,,tp.nan
b5aae70d8b0012cd3ed4cff71d81df36,,,none,,tp.nan
03d5d77907c8390be1d91d7ad77a693d,,,none,,tp.nan
f30271d6afdd46efa20570c9b377582b,"oices and figure out what's next. Torn between loyalty for a boyhood friend in a battle against cancer and the hazardous thrills of a drug-addled rust belt city, Boyd's",901.0,battle,battle,tp.nan
c597ef268e066ab427b13c7ebc740c71, terrible story of a small town boy trying to help a local church woman with her fight against breast cancer and poverty. A truly award winning documentary filled with,91.0,battle,fight,tp.nan
9cafa23fc0e5bf5059db1e567e99437b," survivors. You can have a part in creating this epic mythology about the cancer journey.  When we finish the illustrations,  you'll get a digital edition of the comic b",308.0,journey,journey,tp.nan
44287a9b500708ed133ddaae7c6dc723,,,none,,tp.nan
7cc534ee746cee820c5427e05c1f023a,ngoing game of chess is brought to a halt when Brady reveals that his continuing battle with cancer has taken a turn for the worst. The only thing harder than saying go,514.0,battle,battle,tp.nan
7cc534ee746cee820c5427e05c1f023a, responsibility to tell this story. KNIGHT TO D7 is a way to honor those bravely battling this horrible disease and a way to remind people everywhere about the beauty of ,1830.0,battle,battling,tp.nan
21edb4969e8a30b4f3fd16be58e39a2f,about our project.  We hope you will join the growing number of AMAZING backers! Fighting cancer is tough enough let alone the side effects of losing hair from chemothera,102.0,battle,fighting,tp.nan
21edb4969e8a30b4f3fd16be58e39a2f,"I hope you see this as an opportunity, not an obligation, to make a child's life fighting cancer a little easier. * Share this project with your friends!  YAY! (We love h",2985.0,battle,fighting,tp.nan
21edb4969e8a30b4f3fd16be58e39a2f, our story would be for kids with cancer. We knew our story would be for parents fighting cancer who have small children needing to have something to believe in and find ,5493.0,battle,fighting,tp.nan
21edb4969e8a30b4f3fd16be58e39a2f,"magic as well.  Clarisse turned some strands into Courage, to help them in their battle; Liam turned some into Logic, to help them understand.  Sebastian insisted on a ",3640.0,battle,battle,tp.nan
21edb4969e8a30b4f3fd16be58e39a2f,k out the short video at the bottom.)  We want to give these books to other kids battling cancer...for FREE!  In order to 'kick this project off' we decided to start with,893.0,battle,battling,tp.nan
a108aa2953c622f921597c8f325c0f59,,,none,,tp.nan
c46198783866e502c68a04536a7100ca,,,none,,tp.nan
5f0daf77099ef9024fee1f6a30f67f80,"erly is the founder, Rachel's grandmother.     
     Beverly crossed over from a battle with cancer years ago. After having a skin graph transplant there was a moment b",2732.0,battle,battle,tp.nan
5f0daf77099ef9024fee1f6a30f67f80,"iving back!
   Unfortunately, it is safe to say that we all know someone who has battled cancer.  We all have seen the toll it takes on someone to go through the treatme",1924.0,battle,battled,tp.nan
87b2710fb8c2f97d262d0b037550a0b2,,,none,,tp.nan
da067c0d8b074c9cf450c5c052acfa73,"ay pop into their heads.  There are so many books out there of the person who is fighting or survived cancer, but not many of the family's that are left behind after watc",507.0,battle,fighting,tp.nan
44c9295866c0c2efcf7c10bb47b363f9,,,none,,tp.nan
843df0b02a993f3a66bbecd4bebc821d,,,none,,tp.nan
235dad511f0da1094a7c9a0cb877a62d,,,none,,tp.nan
2638b442b17ca7f18bc8aacd351bd3d5,above is my grandfather Edgar Watson and uncle Jasper Watson who both lost their battle to cancer.  I'm keeping their memory alive my creating EJ Watson's Sweet Treats ,114.0,battle,battle,tp.nan
aa6dfb3d42f68fccb09949c7ffa9ff8c,,,none,,tp.nan
0f33b75385de8a2372f43ec96de9e40d,,,none,,tp.nan
e49303507a8c3c9dde7ea0ab832c9e69,"strate a celebration of life, as well as shine a light on life's struggles as we fight to overcome, rise up, and ultimately honor those that battle cancer. ""Resilience",1127.0,battle,fight,tp.nan
e49303507a8c3c9dde7ea0ab832c9e69,"fe's struggles as we fight to overcome, rise up, and ultimately honor those that battle cancer. ""Resilience"" will be an incredibly moving landmark performance to benefi",1187.0,battle,battle,tp.nan
4e8ddb95148318a6dcf14c4babd5cab2,"s Andrew. I want to give hope to families put in our situation that children can beat cancer.  

The book is also for doctors, nurses and medical professionals to rea",949.0,battle,beat,tp.nan
4e8ddb95148318a6dcf14c4babd5cab2,phoblastic Leukaemia aged 3 and 5 months on 3rd October 2012. I communicated our journey to friends and family through Facebook posts.  Wednesday 3rd October 2012 Andrew,184.0,journey,journey,tp.nan
d6201bf671e707d985ae90dde22f94d0,"f inspirational music to help fuel the people who are fighting cancer. The daily fight they go through is heart breaking , some lose hope and even face it alone. That'",575.0,battle,fight,tp.nan
d6201bf671e707d985ae90dde22f94d0,"e there is not a cure. I can not begin to imagine being in the shoes of a person fighting cancer.  Seeing her pain first hand is what motivated me to create this idea , a",321.0,battle,fighting,tp.nan
d6201bf671e707d985ae90dde22f94d0,"s to create an Album full of inspirational music to help fuel the people who are fighting cancer. The daily fight they go through is heart breaking , some lose hope and e",548.0,battle,fighting,tp.nan
d6201bf671e707d985ae90dde22f94d0,g them. Every song will be uplifting and inspiring them to keep pushing and keep fighting. You can only help someone suffering so much with words but music speaks into th,798.0,battle,fighting,tp.nan
d6201bf671e707d985ae90dde22f94d0,"one reading this I want to say , If you have a loved one or even anyone you know Fighting cancer you know they need every bit of inspirational help they can get today we ",1446.0,battle,fighting,tp.nan
d6201bf671e707d985ae90dde22f94d0,"m a 21 year old musician. My mother is a breast cancer survivor , I watch as she fought for her life , Barely surviving chemotherapy. I watched my mother suffer and it'",107.0,battle,fought,tp.nan
10aa06ea857273ce95cd03273d2226b3,,,none,,tp.nan
2e4934538075e588474ad250bc7dc66e,,,none,,tp.nan
1a2c55897796aeba5b9a8e7f2af93592,,,none,,tp.nan
5040b395448803dd92dff6474d9fe8d9,"er patients and their families the information and inspiration that they need to fight this awful disease. The host of the podcast is Certified Cancer Navigator, Tina ",138.0,battle,fight,tp.nan
5040b395448803dd92dff6474d9fe8d9,podcasts that will inform and inspire cancer patients and their families as they fight for their lives each and every day.,913.0,battle,fight,tp.nan
078b614b7f92340c4734ccf8bf95b6ed,"My project is to share my cancer journey through a book of pictures.  My journey from being diagnosed, chemo treatments, ",32.0,journey,journey,tp.nan
078b614b7f92340c4734ccf8bf95b6ed,"My project is to share my cancer journey through a book of pictures.  My journey from being diagnosed, chemo treatments, radiation and the effects on my family. ",72.0,journey,journey,tp.nan
078b614b7f92340c4734ccf8bf95b6ed,"es, the patient. One will experience the ups and the downs through photos.  This journey began October 2013.  So many decisions to make. So many thoughts. The one questi",340.0,journey,journey,tp.nan
50c9e84e338d033bf324904127a629d4,s we have. We were able to created so many wonderful memories and we continue to fight and grow to this day. My children are such an inspiration to others in our commu,2198.0,battle,fight,tp.nan
50c9e84e338d033bf324904127a629d4,ren are such an inspiration to others in our community as well as other children fighting the same battle. I want to share our/their stories. I want to show the world how,2315.0,battle,fighting,tp.nan
50c9e84e338d033bf324904127a629d4,"mphoma is the best cancer and what that doctor was telling me, now my son has to battle the worst cancer... I finally understood.     The video in this this project is ",1280.0,battle,battle,tp.nan
50c9e84e338d033bf324904127a629d4,spiration to others in our community as well as other children fighting the same battle. I want to share our/their stories. I want to show the world how to live with ca,2333.0,battle,battle,tp.nan
50c9e84e338d033bf324904127a629d4, and the dad's and most of all the sweet innocent children who are caught in the battle of their lives. We would also like to have a line of kids books helping children,2727.0,battle,battle,tp.nan
50c9e84e338d033bf324904127a629d4,e it into memories that they will never forget. As I take you on my own personal journey you will feel all my ups and downs along with the emotional roller coaster my fa,404.0,journey,journey,tp.nan
3b560538e795dec72bbc00360581f420,,,none,,tp.nan
b44b147e9f47eb55c95d04a4f11e5d9d,,,none,,tp.nan
872631d0a54b587f2182d15a20a507ee,,,none,,tp.nan
59732ef5cfb66e2a828d01a25e17aaad,,,none,,tp.nan
2106e7f8ff3e5eb3e90fc60e59a770fb,,,none,,tp.nan
c4c2185ab436cfad2d26c3c242ac0e0d,". It is the future of Cancer Research! It is people backing doctors and staff to fight cancer, research by research. In addition, only accredited Universities, Institu",938.0,battle,fight,tp.nan
c4c2185ab436cfad2d26c3c242ac0e0d,"ng!!! People, technology and science working together to defeat cancer! A nation fighting for the cure! The Market
.  The Crowdfunding Industry Report by Massolution rele",2539.0,battle,fighting,tp.nan
1bad059ce9b11e6fdfa51d8113da7077,,,none,,tp.nan
e7cd6efcf06aa78b8c2a91c4ecedc716,"ook entitled 12 Days with God which chronicles his encounter with God during his battle with Cancer. His story is one of faith, trust, and hope. This is a film meant to",182.0,battle,battle,tp.nan
0cb5b9bcfc048efa43e91518c146c647,that is entertaining and unique; a lesson in how to involve a community in one’s fight and how the power of numbers can help in enduring treatment. With the help of he,2640.0,battle,fight,tp.nan
0cb5b9bcfc048efa43e91518c146c647," the eyes of Rochelle “Ro” Poulson; a story about life, love and a young woman’s journey with breast cancer. Never one to sit still or take her health for granted, Ro ma",432.0,journey,journey,tp.nan
b7d46b574bed27b0b4b76c49bb839b44,,,none,,tp.nan
b028524dc28c1a00a3d612ddfe758576,On March 19 2013 my best friend since high school lost her 7 month battle with leukemia.  Her dream was to own a Art & Craft store in our small town unfor,66.0,battle,battle,tp.nan
10561123d0149a1b0c5aec68b6b5b104,"ars passed, when his mother went into remission, after years of chemotherapy and battling breast cancer.  Dreww recorded the song at RSS Productions with Instinctz to mak",721.0,battle,battling,tp.nan
dd44f8fd250e5eb58205e2296388a20e,"multaneously impacts, uplifts, attracts, and convicts! As
a cancer survivor, DAY battled Hodgkin’s Lymphoma. Enduring several
months of chemotherapy to rid his throat an",940.0,battle,battled,tp.nan
04551353706d2ca23758270649df7277,,,none,,tp.nan
083f69fc2f1ee3fedbea5c2e798fc5ba,"d like to help other, find their inner superhero. It helped me through my cancer journey and i would love for it help someone else too.  Spread awareness of Lymphoma and",481.0,journey,journey,tp.nan
1aaebca2e77caddd846735c0992c12bd,,,none,,tp.nan
add86c147452ba42e362c41fe41ddebc,"ess and early detection of Colon
Cancer, indeed any cancer, are critical. My own battle to overcome the disease
has sparked a real commitment to the Colon Cancer Allian",1174.0,battle,battle,tp.nan
add86c147452ba42e362c41fe41ddebc,"y, If Through the Window helps even one cancer sufferer to
brighten up their own journey or accelerates one piece of research or awareness
by just a fraction of one per ",1472.0,journey,journey,tp.nan
99958034d474de492ea19d7e9625d2b4,,,none,,tp.nan
78ae0e8f1e26ca69c1b69240e13ab4cb,"selves as stretch marks, scars, missing limbs, or other ""deformities,"" these are battle wounds. Behind each scar, there is a powerful story that makes these beautiful s",446.0,battle,battle,tp.nan
9f4201f1d2856153b01facf1494ca6ff,ough the ups and downs and the support she recieves from facing this terrifiying path that lays ahead of her. This will be an immersive piece of theatre with the audi,165.0,journey,path,tp.nan
9f4201f1d2856153b01facf1494ca6ff,"Tissue is a Play about breast cancer, it follows the journey of Sally as she goes through the ups and downs and the support she recieves from",52.0,journey,journey,tp.nan
46232beef0a392cb2cc110cc3c5183b8,,,none,,tp.nan
c70d0afda4cac4a06a41f54a5efe5fa8,"ill combine animation with footage I shot of Jonathan during his year and a half battle with leukemia, will be told through the eyes of his alter ego, a rockstar named ",428.0,battle,battle,tp.nan
c70d0afda4cac4a06a41f54a5efe5fa8,THE FILM JOHNNY PHYSICAL LIVES combines the archival material I shot of Jonathan battling cancer with animation to “physically” bring to life Jonathan’s inner world. Thro,2187.0,battle,battling,tp.nan
1465b2e49297481f9b4a24de2d01a390,,,none,,tp.nan
d7e07c53cdf69a59e1402d4b9bc077a4,,,none,,tp.nan
985c91fca9449376d5798a25391a0d5b,,,none,,tp.nan
65cc32192fcccaabdbacf5958d3ef17c,,,none,,tp.nan
70ceaead58e6ad4d9be06ad9f4ea58d8,,,none,,tp.nan
c15a3227f02b6978f24fed93edc0420e,,,none,,tp.nan
dbbe0cb9970ebdffc26652f52f69d4f3,,,none,,tp.nan
830161b69e8153734ed701145b1e4656,,,none,,tp.nan
b721a73d9cfacb6609758942b2a4904c,,,none,,tp.nan
b3fae420ba65cdae83c207ceb821e172," Breast Cancer Crusade. With your donation, we can help people who are currently fighting this disease while also helping reach the ultimate goal of a world without breas",1263.0,battle,fighting,tp.nan
ec7aaa833fb472a5bb110029b5175a95,,,none,,tp.nan
1d187c2d0871795c3bd9be414ad66a17,,,none,,tp.nan
d7dad3b937d41a65419675b283cac442,,,none,,tp.nan
f6f96681a6705cccd62f93e59a5c3675,,,none,,tp.nan
3af527d7f79803b0a6930147aab3400d,,,none,,tp.nan
29be9cd0ef76b3d6a1016e3dea5e6351,,,none,,tp.nan
681a433bea1624e2884723af70b52178,,,none,,tp.nan
460943819d2c0766e54c906c625b1542,,,none,,tp.nan
1119c05cb0eb401f8d37aa87aecc712e,,,none,,tp.nan
db082cb9b522e49b5daba0679ad34297,,,none,,tp.nan
ae3a00dafb871c7a60471a6f1c1d0dac,,,none,,tp.nan
108d0f3927f115d0899a43491f73b963,,,none,,tp.nan
c2d1e26bcae7c2611bdd857fa686d9bc,"ture nobody will die of cancer any more.
This is the turning point in the cancer fight. Will the world see it? 
Sitting in an armchair in an old library room, Urnovitz",4861.0,battle,fight,tp.nan
c2d1e26bcae7c2611bdd857fa686d9bc,"oward Urnovitz, and his detective-like quest to understand how the immune system fights cancer.
 Urnovitz, path-finding scientist, wine expert and proud Detroiter, has ",3876.0,battle,fights,tp.nan
c2d1e26bcae7c2611bdd857fa686d9bc,"7. The others are in various stages of survival, abeyance or dread. But they are fighting. A few months before that December of 2016, I met a scientist, Howard Urnovitz. ",899.0,battle,fighting,tp.nan
c2d1e26bcae7c2611bdd857fa686d9bc,"before it becomes symptomatic. This means cancer's presence will be detected and fought while still manageable. In short Howard has the right stuff, a super dose of ene",2214.0,battle,fought,tp.nan
c2d1e26bcae7c2611bdd857fa686d9bc," this film will not think of friends and loved ones or admired figures whom have battled cancer. Summary/Synopsis:
 This is a documentary film exploring the theories, wr",3661.0,battle,battled,tp.nan
c2d1e26bcae7c2611bdd857fa686d9bc," the breakthroughs he experienced. He summarizes the current state of the cancer war, focusing mainly on the essential concepts of the immune system and cancer testi",5204.0,battle,war,tp.nan
131421bdfee62ac00c3d0eb6e5b68c49," can view our website at www.smartvideogames.de The objective of this game is to fight cancer cells as Super K, the hero who is a child. Super K will have to defeat ca",1257.0,battle,fight,tp.nan
131421bdfee62ac00c3d0eb6e5b68c49,K VS CANCER Super K vs. Cancer is a video game specifically targeted at children fighting cancer through chemotherapy. It is a well-known fact that cancer treatments can ,989.0,battle,fighting,tp.nan
131421bdfee62ac00c3d0eb6e5b68c49,"en, and even doctors because Super K has to continuously take medication to keep fighting and win the game. This serves as a reminder to children as a reminder of the imp",1561.0,battle,fighting,tp.nan
131421bdfee62ac00c3d0eb6e5b68c49,"ves those going through the treatment a dose of optimism and inspiration to keep fighting. Additionally, some of the funds gotten from the sales have gone to support canc",1826.0,battle,fighting,tp.nan
0020a965c98ee6a963769fd0b46e4e77, she kept her diagnosis from her and continued to lend her support as her mother fought and ultimately succumbed to her battle. The creator's mother passed away on Sept,1640.0,battle,fought,tp.nan
0020a965c98ee6a963769fd0b46e4e77,"ntinued to lend her support as her mother fought and ultimately succumbed to her battle. The creator's mother passed away on September 9, 2012, and she herself had her ",1679.0,battle,battle,tp.nan
01ea038e381dc36304ec73d140b8080d,,,none,,tp.nan
3bcb500cb8e75af6113ad58fdef40960,,,none,,tp.nan
e3ca988f3234601c192a9175548bc892,,,none,,tp.nan
468a42333fb230813934f510569e6c62,,,none,,tp.nan
1001b991b0e687fa9ea9bb7a524d7860,,,none,,tp.nan
59517c53aa900d19f13b824145ca9626,,,none,,tp.nan
32635cc8462dd58ecf41ebc795041d29,"gs that I have been through before the age of 24. I have just finished my second battle with cancer, and I am going strong. It is time to change my focus though, from c",170.0,battle,battle,tp.nan
0008bd8d21738ba4d1d9f2c203e560a5, year hundreds of firefighters climb 69 flights of stairs to raise funds for the fight against Lymphoma & Leukemia. That year Dan climbed in Irene's honor.  Dan's Clim,2097.0,battle,fight,tp.nan
9e0ca4fe8ec87b718e4bfa8d8f2ea4c2,,,none,,tp.nan
f694dbe0aab3f786e3db867bf89b8530,"lay is meant to show comedic and humorous approaches, mindsets, and attitudes to fighting cancer; while continually living a prosperus and fulfilling life.  Each penny th",1722.0,battle,fighting,tp.nan
c5f69eac5dd7a04be92f70ab966788e4,,,none,,tp.nan
3562d3069c1fc1b6aa996d1e9be5d6cb,,,none,,tp.nan
5e03dc0445c6be18f3b461ab2b3ae6e8,"r old daughter and, with her family's permission, is allowing Mike to follow her journey as she finishes chemotherapy treatments in Toronto, gets prepared for, and final",2085.0,journey,journey,tp.nan
5e03dc0445c6be18f3b461ab2b3ae6e8,"age cancer survivors all over the world to not only survive the difficult cancer journey, but thrive despite of it. A huge thank you for your help. Sincerely,         Th",3535.0,journey,journey,tp.nan
5e03dc0445c6be18f3b461ab2b3ae6e8,ies; stories that need to be told to others so that the wisdom gained from their journey will not be lost. This film has been used in over 22 special presentations and h,5145.0,journey,journey,tp.nan
5e03dc0445c6be18f3b461ab2b3ae6e8,ilms he and Mike have created. He is very excited to be embarking on yet another journey with another inspiring group of young adult cancer survivors and telling Amy's s,7247.0,journey,journey,tp.nan
62cc72bf882064cf535198c8f07de460,,,none,,tp.nan
260510132c0085929d3b1b2a91e640af,Busy Fit Woman aims to motivate women to work on self-improvement. Knowing I'm fighting cancer yet keeping positive on winning motivates me to let women know not to giv,78.0,battle,fighting,tp.nan
88bca8c8683f8133e2df42b9b06a3966,,,none,,tp.nan
88d5e6ea6d8cf28c13d51c2414bd78dc,"ough drawings and words, illustrating the good, the bad and the ugly sides of my journey. Your generous donations will make it possible for me to publish my book and sha",642.0,journey,journey,tp.nan
88d5e6ea6d8cf28c13d51c2414bd78dc,eir emotions through art. With your help I will be able to take my breast cancer journey on the road and share my story with other cancer survivors and patients. Your ge,1658.0,journey,journey,tp.nan
88d5e6ea6d8cf28c13d51c2414bd78dc,"d featuring one of my drawings from the ""Draw It Out - An Intimate Breast Cancer Journey"",  an 8 X 10 personally signed matte finished print of one of my drawings from t",2223.0,journey,journey,tp.nan
88d5e6ea6d8cf28c13d51c2414bd78dc,"ed print of one of my drawings from the ""Draw It Out - An Intimate Breast Cancer Journey"" ,  a personally signed copy of my book, a  picture of you drawn by myself featu",2355.0,journey,journey,tp.nan
88d5e6ea6d8cf28c13d51c2414bd78dc,"your support in helping me achieve this goal! I truly believe I was sent on this journey with breast cancer to help others, and your contributions make that possible!  I",6365.0,journey,journey,tp.nan
4f04fa44ace11d873bb2ef59fd91539d,,,none,,tp.nan
2139a5191936ed7c79959c303dabd891,,,none,,tp.nan
bbf5605e0905f5b66b04d70e9c28771f,,,none,,tp.nan
b75054b4735f80ce1a7ed6a38365f108,,,none,,tp.nan
b93310341d12e1643dccd7ac17263861,,,none,,tp.nan
841ab7b359c973010114c3229c37ab29,,,none,,tp.nan
8e87528139baa24527d927c16a925d50,,,none,,tp.nan
d21874e017e63d7f3f081092ae38e615,go I lost my best friend to Stage 4 Breast cancer.    She waged anamazing 2 year battle and was an inspiration to us all.10 years ago I had my own cancer scare.  Would ,90.0,battle,battle,tp.nan
d21874e017e63d7f3f081092ae38e615," was only ""stuff.""  My experience made mewonder about the millions of people who battle this disease and thestruggle they face every day.I had to write and out came thi",311.0,battle,battle,tp.nan
d21874e017e63d7f3f081092ae38e615,"hope you will help usmake this special film dedicated to Jeannette and all those battling cancer.Thank you,  Jane",1054.0,battle,battling,tp.nan
cc6d93c7a58f19afcca4b8278c8aec07,,,none,,tp.nan
d7ed3a2bc67913a4e1e50a3296a3cdcc,obituary.aspx?n=Florica-Ichim&lc=3766&pid=145142191&mid=4369867) after a 23 year fight with the disease.   She previously wrote a book on her struggle that was never f,206.0,battle,fight,tp.nan
7be00f4bb9296f294dd659f9f643402d,,,none,,tp.nan
8419a1da0302e932e134adee7010d744,"LY hilarious, ""Terminally Illin"" is a candid look into the life of a young adult battling cancer, but with a psychedelic-sci-fi twist! It’s more than a comic book: It’s p",441.0,battle,battling,tp.nan
5f63fd8cf2cd0be67ad7e4035ff64791,"eir lives, the wonders that they have accomplished and to show that cancer can’t beat us. For everyone But this Anthology isn't just about me. Cancer affects us all; ",1150.0,battle,beat,tp.nan
5f63fd8cf2cd0be67ad7e4035ff64791,m the sale of this Anthology will be donated to cancer charities to further help beat cancer and provide care for those suffering with it and their families. I have s,1880.0,battle,beat,tp.nan
5f63fd8cf2cd0be67ad7e4035ff64791," affected by cancer, no matter how, can express their feelings and tell us their journey. Some stories will be sad, some will be happy but all stories in the Anthology w",1470.0,journey,journey,tp.nan
8a0dcab998c651e5f7f09c544623eb40,"ch card will give a short summery of Marie's goal to brighten the day of someone fighting for thier lives and encourage them to send out two cards, one to Marie and one t",1057.0,battle,fighting,tp.nan
00c31c2fbd1810183645b162da17b6c5,,,none,,tp.nan
7a996ad7a31529a7ffec5950b0f964e5,"Cancer victims know life's struggle all too well. Yet they fight to survive, like baby turtles seek the sea. I was inspired to create this projec",58.0,battle,fight,tp.nan
7a996ad7a31529a7ffec5950b0f964e5," me that life must go on. We must GO WITH THE FLOW! For my Mother, and all those fighting cancer, I would like to bring these turtles to life, and set them free into the ",401.0,battle,fighting,tp.nan
7a996ad7a31529a7ffec5950b0f964e5,s seek the sea. I was inspired to create this project by my Mother. She has been battling thyroid and bone cancers for several years. Although she is in constant pain and,173.0,battle,battling,tp.nan
a3bbc210c0e86d8ef1250545b204deb0,"nge.  Laura is a four-time cancer survivor and understands
first-hand the cancer journey.  She
has been a voice for those affected by cancer and has shown how to live wi",5041.0,journey,journey,tp.nan
8c7df2e78489c4048ef0f6fb2ad47112,"ove is our awareness soap ribbons. In honor of my mom MAGUY Joseph, who lost her battle to breast cancer at 50 in 2004. Mom you are truly missed xoxo.  DONATA www.donat",1538.0,battle,battle,tp.nan
c1cfb0a3cbc2c5194ef24f3833b4bef9,,,none,,tp.nan
3047b2fa5fa85246c96e76e17bcb1fec,,,none,,tp.nan
32096f565ea274bd8a33c96e42ffb191,,,none,,tp.nan
9943f8dddbfa4c0ba92830fe7208b764,,,none,,tp.nan
6975101e3a9a8bf680e4d79cddbb8612," store, the sale of our goods goes to helping families financially through their fight with cancer and helping the global effort for cancer research. To do this, we've",2196.0,battle,fight,tp.nan
6975101e3a9a8bf680e4d79cddbb8612," design community, and make a real impact in the lives of men, women, & children fighting cancer. We set out to create products that not only do good, but become your new",1595.0,battle,fighting,tp.nan
6975101e3a9a8bf680e4d79cddbb8612,"ancer What we (Design vs Cancer) do is help raise awareness & support for people fighting all types of cancer. When we launch our store, the sale of our goods goes to hel",2067.0,battle,fighting,tp.nan
a199b3368a921f69bc5304c45897650f,"the loss of my wife and how amazing she was in dealing with her chemotherapy and fighting cancer and always staying so strong and positive through it all."" After reading ",1695.0,battle,fighting,tp.nan
a199b3368a921f69bc5304c45897650f,"ss
and In Health. I believe my husband Luke and I went through this
hard, cancer journey for a reason. At age 26 Luke was diagnosed with
a very rare bone cancer. He went",139.0,journey,journey,tp.nan
49109f3904abc3d233a33244bf72fcb8, my journey as I've walked through the most difficult time in my life - my son's battle with childhood brain cancer and his passing at 4 years old. These songs are hone,124.0,battle,battle,tp.nan
3baa80c71c0a6ace82776ec893cf85a1,,,none,,tp.nan
7bcb53906238b9d48295c0241c898f60,,,none,,tp.nan
aedc938907f6960412e634ecfbaa1d29, to generate funds to make impactful donations to the Four Diamonds Fund to help fight against pediatric cancer. The movie will premiere starting in April at the follo,1650.0,battle,fight,tp.nan
aedc938907f6960412e634ecfbaa1d29,"or a family and child and dedicate an entire evening to supporting them in their fight against cancer. As Mini Thon Head of Technology, I am responsible for filming th",2159.0,battle,fight,tp.nan
81a3c2856dd530f0a48837e516236c41,,,none,,tp.nan
b1a27f93d9607f52eb4ce2f127f02251,"The Materiality of Impermanence, a dance performance based on my journey as a breast cancer survivor, opens on March 23-25, 2012 in Austin,Texas. I need ",64.0,journey,journey,tp.nan
1156a6def8b233046a9216a783f6be30,,,none,,tp.nan
7f37e2c81f31aad796d25d18028dd0e4," help anyone who's ever heard the words ""it's breast cancer"" or who's ever had a battle with their brain. And I'd also like to take this opportunity to remind you to #C",2067.0,battle,battle,tp.nan
f9d5cc893de023604f261a4913bc8241," this news.

During  the treatments for cancer, we want to give families who are fighting against cancer, a nice Sinterklaas by organizing a musical. Sinterklaas should b",821.0,battle,fighting,tp.nan
cfb49ad72d51026a646f2a786555a899,,,none,,tp.nan
48a4e42710801601db2f5237abca2cce,,,none,,tp.nan
41a5a43f1a5be293a3be7c4fc34ac7ed,"you know what? I ended the night with a smile on my face. That's how I hope this journey, as a cancer fighter, will end...with a smile on my face. Everyday I wake up and",609.0,journey,journey,tp.nan
41a5a43f1a5be293a3be7c4fc34ac7ed,ncer fighters or those going through a hard time that they are not alone in this journey.  Feel like you're alone? You're Not. Need a gift for someone newly diagnosed? I,1509.0,journey,journey,tp.nan
5e60d1ae82664c166b0de3cdc4b149f4,* to practice for and plan a life offering character photo shoots to many others battling likewise* to build a portfolio to present to people and organizations who can sp,1466.0,battle,battling,tp.nan
320f259eccb23c529a79ef6da1e4c7c8,"1.	Project Scope
To interview six of my childhood friends involved in the cancer fight who are in parts of Pinellas County, Pasco County, and Hillsborough County Flori",544.0,battle,fight,tp.nan
320f259eccb23c529a79ef6da1e4c7c8," Patti Dick joining me on this project. She is my childhood friend that lost her fight. She, as well as all our daughters, sisters, mothers and wives that may be effec",1924.0,battle,fight,tp.nan
320f259eccb23c529a79ef6da1e4c7c8,thing I can collect to raffle off and show that Colorado’s on our side with this fight. I will be going to Florida often to research and get interviews as we are follo,2324.0,battle,fight,tp.nan
320f259eccb23c529a79ef6da1e4c7c8,en to research and get interviews as we are following these ladies through their fight! I have now adopted this wonderful state as my home and we proud to have Colorad,2442.0,battle,fight,tp.nan
320f259eccb23c529a79ef6da1e4c7c8,n a small part of Central Florida. I want people to know I am out there and I am fighting my way right along with other warriors. This is a completely independent venture,1514.0,battle,fighting,tp.nan
320f259eccb23c529a79ef6da1e4c7c8,rities in the cases of women we have on board while they are still on this earth fighting this illness. I have the family of Patti Dick joining me on this project. She is,1800.0,battle,fighting,tp.nan
c74ae9ea87cfb1c8edec082b54535a40,,,none,,tp.nan
585d15b928bb9610375705d35dea1b00,,,none,,tp.nan
4287e007da9c6c02454fa6c1426b0a56,laim to have the cure for cancer as I believe there is no 'one size fits all' in beating cancer. This is one of many mistakes that our medical system makes. But I truly ,367.0,battle,beating,tp.nan
4287e007da9c6c02454fa6c1426b0a56,d very well lead to an end of all cancer. My project is to write the story of my journey through seven years with cancer and how I rejected the Western medical system an,591.0,journey,journey,tp.nan
b7f87878f5fd38794aff6446f0068119,,,none,,tp.nan
419dd8bcbfd1adfff36f01a4f0b3810e,,,none,,tp.nan
d295db51da1eca92d3f138cef8cbbd3d,,,none,,tp.nan
897c44b95997a8ac58a38bb9a7b98559,,,none,,tp.nan
a7d4bcdcd4fc6858434c62b7afd0c832,,,none,,tp.nan
b14ed8e39b638f6125ada8faaec96b0a,,,none,,tp.nan
39073868ed0d22e434d86cf58802f6df,,,none,,tp.nan
b4b495138a0e2c394314d0288df0c0bd,,,none,,tp.nan
eea81179e92e684092d0203ec519f09a,,,none,,tp.nan
