char_location,fragment,keyword,kw_start,metaphorical,project_id,type
13203.0,ing the time to read my story. You can read the full story and follow my healing journey on breanneross.com .,journey,81.0,True,b63c49991d1e7f7032311f2ca1226b99,journey
998.0,ones in to help anyone else.Cancer has affected so many young lives and has been beaten over and over again and we are all confident that our girl will be another champ,beaten,81.0,True,9d19e2bf921b9a22c85647d3e2b45c08,battle
386.0,"ep me in mind in your prayers and when doing good deeds.” Unfortunately, Ahava’s fight has reached a critical point, and for the first time, she needs the financial su",fight,81.0,True,fc17f8ce7723648117335c2634e511f6,battle
902.0,"healthy, but cancer has never been known to discriminate. So now they are on the journey to crush this cancer and never let it come back!Corey had a PET scan the day bef",journey,81.0,True,0d7abb69d8e8e6c252394c2e01c3ad80,journey
2444.0,". Please send your positive thoughts, prayers, vibes and energy for a successful journey. We can all watch and cheer him on as Corey Crushes Cancer!",journey,81.0,True,0d7abb69d8e8e6c252394c2e01c3ad80,journey
123.0,"e in Concerns to my mother. This morning my mom lost her battle with cancer. She fought a long and hard battle since January of 2017. Due to this long and hard battle, ",fought,81.0,True,7bf33200eb257136db89f7494e32a40a,battle
99.0,m starting this Go-Fundme in Concerns to my mother. This morning my mom lost her battle with cancer. She fought a long and hard battle since January of 2017. Due to thi,battle,81.0,True,7bf33200eb257136db89f7494e32a40a,battle
146.0,"her. This morning my mom lost her battle with cancer. She fought a long and hard battle since January of 2017. Due to this long and hard battle, Tammy has been out of w",battle,81.0,True,7bf33200eb257136db89f7494e32a40a,battle
202.0,"e fought a long and hard battle since January of 2017. Due to this long and hard battle, Tammy has been out of work for a very long time. Although her husband Bob has b",battle,81.0,True,7bf33200eb257136db89f7494e32a40a,battle
,,,,,fd80a3d1e23526e894d3c7ccf9c86bb3,none
,,,,,caefead396613260bdd2c2d262605b45,none
1821.0,"ly and intensely to combat the fatigue, and never loses faith he can continue to fight. We have 18 months more of treatment, including radiation, and I have no doubt t",fight,81.0,True,66b30e5bf8c8371817c6baae2f9acbab,battle
10446.0,"py? ""A cancer vaccine is designed to awaken the immune system and activate it to fight the cancer from within. The patient’s own tumor is used to vaccinate the patient",fight,81.0,True,b4045d3335d160297db31f4d59363252,battle
2170.0,"f this treatments since insurance won't. It is our hope for Celeste that she can beat the horrendous odds she is up against with ovarian cancer, which reocurrs more o",beat,81.0,False,b4045d3335d160297db31f4d59363252,battle
,,,,,d570e98575ee1d40a110063b14c28466,none
,,,,,f663d1d0edbddcd94356513b585148d6,none
1238.0,"are out of pocket, get to and from out of state hospitals, pay the bills, & keep fighting hard and giving it everything we got. No one wants to ask for help but since man",fighting,81.0,True,f6270bb4a990846bd82f21dab5b08107,battle
2899.0, is perhaps the biggest challenge that anyone could ever face on this journey: a fight against cancer. But Mari is strong! I know her. I’ve seen her incredible determi,fight,81.0,True,33118ec40abf957bff83f172c0b2974c,battle
2888.0,facing what is perhaps the biggest challenge that anyone could ever face on this journey: a fight against cancer. But Mari is strong! I know her. I’ve seen her incredibl,journey,81.0,False,33118ec40abf957bff83f172c0b2974c,journey
3797.0,"late in the game, every minute, literally, is vital. Never, at any moment of our journey in Australia, do we ever expect to find ourselves staring down such a challenge ",journey,81.0,False,33118ec40abf957bff83f172c0b2974c,journey
,,,,,1bf8259c757bff9b05ff910ffd41e9cc,none
1643.0,"ive means to help alleviate those bills, so that they can concentrate on Brendan fighting this horrible disease and not on finances.  If you would be so kind as to donate",fighting,81.0,True,a82c5ce360e155e3736dccb1cbd2b1a8,battle
813.0,ht the joy of Raven’s soccer to boys and girls from across the city. Timo is now fighting brain cancer and the Carleton Men’s Soccer Alumni Association is raising funds t,fighting,81.0,True,d4993f8e432ea8b721abd9155ce50e22,battle
1015.0,"ling and getting strong for her and Anna. Living 1,000 miles away during Alisa’s fight will be a challenge for us, this GoFundMe account is one way we hope to support ",fight,81.0,True,a95294ea138b81bd7e8dd324e3c8a61a,battle
1327.0,"s feisty. She is strong and will no doubt, kick cancer. Your help will make this fight just a bit easier for her. We will update everyone on her journey as her treatme",fight,81.0,True,a95294ea138b81bd7e8dd324e3c8a61a,battle
897.0," has a strong support team in Maine but will also need financial support on this journey. Her focus needs to be on healing and getting strong for her and Anna. Living 1,",journey,81.0,True,a95294ea138b81bd7e8dd324e3c8a61a,journey
1391.0,"p will make this fight just a bit easier for her. We will update everyone on her journey as her treatment gets underway.Thank you,Heather & Corrie",journey,81.0,True,a95294ea138b81bd7e8dd324e3c8a61a,journey
1323.0,ond D and his family to focus on staying faithful and focused on him healing and beating cancer not what expenses will be incurred or how they will be paid. Please share,beating,81.0,True,58585bb2a9e7ea8a1452348d62e66098,battle
1501.0,oss your social media platforms as well as with those you know to help Diamond D Beat Cancer!,beat,81.0,True,58585bb2a9e7ea8a1452348d62e66098,battle
92.0,"tephanie and my husband Art Erickson has just gone to heaven after a 2 year long battle with Stage IV Colon Cancer. We have 2 boys, ages 6 years and 9 months. I need he",battle,81.0,True,34a430d562975be37926ddb5ff8ff4b7,battle
1293.0," between treatment options and quality of life. We are praying that while she is fighting, a medical breakthrough will happen and Josephine will be able to quickly go bac",fighting,81.0,True,1375aec1b752ad7e0c35a7d68c0e17d7,battle
1513.0, reality of a brain tumor is weighing heavily on our hearts as our child has the fight of her life ahead of her.￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼We had daily trips from New J,fight,81.0,True,1375aec1b752ad7e0c35a7d68c0e17d7,battle
3687.0,preciated.￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼￼Thanks for your support in helping Josephine battle brain cancer. She has been incredibly brave....she is a beautiful person in and ,battle,81.0,True,1375aec1b752ad7e0c35a7d68c0e17d7,battle
,,,,,28fb522f4f94070e6dce49d591e986c4,none
3235.0,"l my late night thoughts of life and love,  but I do love you all, and I plan to fight this cancer. Just keep praying. Feel free to call or ask questions. It's day to ",fight,81.0,True,33d8cfc45ff0dac207f4971c5977d4c5,battle
1109.0,myself because I didn't want my Astros family to be concerned about anything but winning another World Series. I also continued working the Texan games. I told the rodeo,winning,81.0,False,33d8cfc45ff0dac207f4971c5977d4c5,battle
3297.0,ss of trying to secure the best care and treatment possible for Diana so she can fight this dreadful disease. We know that we are in for the fight of her life. It is g,fight,81.0,True,d0197a164a4dc13d6f7586e8815674c6,battle
3357.0,for Diana so she can fight this dreadful disease. We know that we are in for the fight of her life. It is going to be expensive and cost money that we do not have. Dia,fight,81.0,True,d0197a164a4dc13d6f7586e8815674c6,battle
3935.0,k you to pray for us - both as a family and for Diana specifically that she will beat this disease. God has the power to grant a miracle and that is what we are prayi,beat,81.0,True,d0197a164a4dc13d6f7586e8815674c6,battle
,,,,,6c2ae8ff0f095ade10851a918196b8e6,none
139.0,", and five years old when they lost their dad (Paul Goheen) from an excruciating battle against cancer. A few years later, another devastating challenge came when Katie",battle,81.0,True,3277e40a5e4db9b9fa84a450796780cc,battle
256.0,"with amazing family, friends and community.""This is my beautiful cousin's second battle with cancer in the last few years. Melanie is a wonderful, hardworking wife to C",battle,81.0,True,1a0f2fa08307fd6af5355c05a0bab924,battle
,,,,,6c4ccdf96c5b86695db47637065f70a6,none
6936.0," chance of survival. Those who know her well call her a warrior! She is not only fighting for her own life, but as she so often says “I am here fighting for everyone, so ",fighting,81.0,True,dd47aa3e00325b626ff67aa6d0d5a156,battle
6999.0,"! She is not only fighting for her own life, but as she so often says “I am here fighting for everyone, so they can learn through me that cancer too can be overcome with ",fighting,81.0,True,dd47aa3e00325b626ff67aa6d0d5a156,battle
,,,,,0b016392b56afb0731dabfac8a5ada88,none
142.0,"e Cardenas Zamora family during this difficult time. Our friend, Carmen lost her battle to cancer on June 9th. Anyone who knew Carmen, knew the kindness of her heart an",battle,81.0,True,921ed1161ae242daee06d1ba184722ae,battle
,,,,,1d69c9cd032a320f9e2a80ae27aae815,none
,,,,,e0410350d6bfdcf2f3b8959e3e436612,none
,,,,,42d16a4023c9b5b9ec0b5fb052985a39,none
973.0,"y medical. We are humbly asking for help with her financials so she can focus on beating the cancer. Please consider donating, but if money is not something you can give",beating,81.0,True,9b5ec83947553042ab46c5b8159b245f,battle
1447.0,"ve stream get ready for some crazy antics. We got it all, from egg eating to rap battles, from slam poetry to egg eating, from egg eating to Sea Den performances, you're",battles,81.0,False,a93de1575d276b0757289582f1081e32,battle
652.0,"silliest, sport loving, Gamecock fan that we all know and i can not wait till he beats this so he can get back to doing what he loves. Please send as many prayers as p",beats,81.0,True,7ba1ab1a74377752933500d4853a2f14,battle
,,,,,a01cc4ce59bc57e8ef71067f91c02470,none
623.0,"g chemo, radation, and countless other things. This is 3rd time Prestun has been fighting cancer and doesnt seem to want to give him a break. We are up against a monster ",fighting,81.0,True,142b640e65dc2e8a8e9dee66ac71a3ca,battle
750.0,e him a break. We are up against a monster that has no end. Prestun will have to fight much harder this time and we as Prestun parents will do everything and anything ,fight,81.0,True,142b640e65dc2e8a8e9dee66ac71a3ca,battle
1042.0,ure we can give him the best treatment he needs.  Please pray for prestun has he battles for his life and pray that repsonds to treatment again and  that the tumor in hi,battles,81.0,True,142b640e65dc2e8a8e9dee66ac71a3ca,battle
72.0,"Prestun Seibel almost age 7 will be spending his 7th birthday once again battling  cancer, Neuroblastoma. Prestun has had many of his birthdays robbed from him, a",battling,73.0,True,142b640e65dc2e8a8e9dee66ac71a3ca,battle
855.0,ime and we as Prestun parents will do everything and anything to help him in his battle.  Please make donation to help us in this new battle that we are facing.We need ,battle,81.0,True,142b640e65dc2e8a8e9dee66ac71a3ca,battle
908.0,anything to help him in his battle.  Please make donation to help us in this new battle that we are facing.We need your help to make sure we can give him the best treat,battle,81.0,True,142b640e65dc2e8a8e9dee66ac71a3ca,battle
189.0,"stun has had many of his birthdays robbed from him, and we thought once again we beat it. However the cancer is back and relapse in the the brain for the second time.",beat,81.0,True,142b640e65dc2e8a8e9dee66ac71a3ca,battle
1303.0,"ad ahead will be filled with many challenges, We are very hopeful that Noah will beat this demon, and will be blessed to grow up and live a healthy life again. I'm ho",beat,81.0,True,9277506762d6510041401fad38a8ece5,battle
1194.0,"g news that no parent should ever hear - ""Your child has cancer."" Now their long journey begins. The tough road ahead will be filled with many challenges, We are very ho",journey,81.0,True,9277506762d6510041401fad38a8ece5,journey
1600.0,"us on Noah and his treatment, Layla, and the care that Noah will need along this journey. #NOAHSTRONG",journey,81.0,True,9277506762d6510041401fad38a8ece5,journey
2031.0,mpany will not cover either.We believe that this is our brother's best chance of beating his cancer and we ask for your support in reaching our Goal.Nicholas and Alicia,beating,81.0,True,efa7189919661077ff3c86da3d198d4b,battle
,,,,,3c3b5150d232c224b9efc5b6eb94f4f1,none
,,,,,3c880ac676ad83a9631c6b5a3091f68f,none
1410.0,s.  We believe Lori will beat this and anyone interested in participating in her fight please join us in the battle.,fight,81.0,True,a2ccce82636985dce3be4d1c50f187f8,battle
1438.0,t this and anyone interested in participating in her fight please join us in the battle.,battle,81.0,True,a2ccce82636985dce3be4d1c50f187f8,battle
1175.0,"ital, deductibles,  and unforeseen costs, as well as her loss of wages this is a war that fiends and family can have an impact on.  Many people have been asking to h",war,81.0,True,a2ccce82636985dce3be4d1c50f187f8,battle
1354.0,ecided to start this gofundme to facilitate those desires.  We believe Lori will beat this and anyone interested in participating in her fight please join us in the b,beat,81.0,True,a2ccce82636985dce3be4d1c50f187f8,battle
,,,,,7c89af3dfc980cb39498f409962464c9,none
134.0,"c cancer at the age of 43. Our entire world turned upside down instantly and our journey of 25 chemo treatments, radiation and doctor's visits started in July 2014. Afte",journey,81.0,True,ee4d90006fc2df87dc65327707b0496b,journey
,,,,,1a31a301ac69a6350adc5b2d97e181ce,none
805.0,nimal charities. Thank you in advance for helping save my life.You can follow my journey on instagram @lola_warrior_princess ￼￼￼￼￼￼,journey,81.0,True,be690fe021537aaf3173bb3e1f44f775,journey
2529.0," loving and supporting me to live a full, creative life while I continue on this journey. Please know I am forever grateful for your contributions. Onward!Thank you. Tha",journey,81.0,True,83d6ea5b2b3d1fb5d995e13a2a00227f,journey
66.0,Brenda Britton and her family are facing the daunting challenge of fighting aggressive cancer that has spread from breast to liver and bone. It's time for u,fighting,67.0,True,ab80f1b90f1706a1c3bbf956ec050c2e,battle
,,,,,6e3f0f5aae34cafdbe197ea734efd103,none
,,,,,791877ce3b54ff98f7d082e45bdfdaa9,none
78.0,"Teresa Sensinger of Perkasie, PA, daughter of Andrew and Michelle Sensinger is battling brain cancer. The family is requesting donations to help with mounting medical b",battling,79.0,True,7fa215518537e35ce1aa60aa31e93c1e,battle
863.0,"turned. Amber has a mass in the center of her chest.Amber needs your help as she fights this fight again. She will continue working as long as she can, but eventually, ",fights,81.0,True,b8cf3865ac05ac9530c1913a4750d105,battle
1176.0,500+ per month for health insurance.All of Amber's energy needs to be focused on fighting and winning this second battle with cancer.Any help you can provide will be grea,fighting,81.0,True,b8cf3865ac05ac9530c1913a4750d105,battle
875.0,"r has a mass in the center of her chest.Amber needs your help as she fights this fight again. She will continue working as long as she can, but eventually, that won't ",fight,81.0,True,b8cf3865ac05ac9530c1913a4750d105,battle
1209.0,ce.All of Amber's energy needs to be focused on fighting and winning this second battle with cancer.Any help you can provide will be greatly appreciated. No amount is t,battle,81.0,True,b8cf3865ac05ac9530c1913a4750d105,battle
291.0,"as too aggressive. As it spread all over her body and to her brain, she lost the fight. It did not give us time to take it all in. It came so fast. With 2019 just begi",fight,81.0,True,78c8a0d3323b15a7f885260dad9b8353,battle
120.0,"caring wife, sister and beloved friend of many, battled cancer for too long. She fought hard for herself and her family. She struggled to be strong but her breast cance",fought,81.0,True,78c8a0d3323b15a7f885260dad9b8353,battle
87.0,"la Mottile, amazing mother of 3, caring wife, sister and beloved friend of many, battled cancer for too long. She fought hard for herself and her family. She struggled t",battled,81.0,True,78c8a0d3323b15a7f885260dad9b8353,battle
415.0,"d stage 4 colon and liver cancer,  it hits like a ton of bricks. They  were just fighting for their baby girls life less than a year ago and now they  will be fighting fo",fighting,81.0,True,7744be8204cf39dab62d04fc288adec7,battle
493.0,st fighting for their baby girls life less than a year ago and now they  will be fighting for Jeromy.  Please pray for them.Jeromy and Sarah have gone to Houston to MD An,fighting,81.0,True,7744be8204cf39dab62d04fc288adec7,battle
42.0,Jeromy and Sarah Bowers are in the biggest battle of their lives. Last week Jeromy went to the hospital thinking he was having pai,battle,43.0,True,7744be8204cf39dab62d04fc288adec7,battle
243.0,"brought to our lives. His optimism and positivity have been amazing through this journey.After taking a number of months off last year for life saving surgery, Tika now ",journey,81.0,True,bf37b65b3f51f503c716982c702a5b2a,journey
,,,,,8b7bb1380e4c7f7a1c33f1b922c956fe,none
361.0,"aken its toll both emotionally and financially. Unbelievably, this makes our 4th fight against a major cancer since October, 2000. While Glen and I have the love of Go",fight,81.0,True,0e4a0aa528f2f7b29796218fa5c9e520,battle
742.0,"walking wounded trying to hold each other up. We need help financially so we can fight and win this battle. The co-payments and medical bills keep piling up, as Medica",fight,81.0,True,0e4a0aa528f2f7b29796218fa5c9e520,battle
1427.0,"ft us from this overwhelming situation and show us that we are not alone in this fight. I know money is tight, but your gift will help us fight, live & will help lift ",fight,81.0,True,0e4a0aa528f2f7b29796218fa5c9e520,battle
1484.0,"e are not alone in this fight. I know money is tight, but your gift will help us fight, live & will help lift the constant financial worry I have on my shoulders! It w",fight,81.0,True,0e4a0aa528f2f7b29796218fa5c9e520,battle
241.0,"been battling cancers of various degrees for the past 17 years. Although we have fought and survived thus far,  it has taken its toll both emotionally and financially. ",fought,81.0,True,0e4a0aa528f2f7b29796218fa5c9e520,battle
165.0," with colon cancer. Unforunately, cancer is no stranger to us. We have both been battling cancers of various degrees for the past 17 years. Although we have fought and su",battling,81.0,True,0e4a0aa528f2f7b29796218fa5c9e520,battle
761.0,"ing to hold each other up. We need help financially so we can fight and win this battle. The co-payments and medical bills keep piling up, as Medicare only covers so mu",battle,81.0,True,0e4a0aa528f2f7b29796218fa5c9e520,battle
752.0,"unded trying to hold each other up. We need help financially so we can fight and win this battle. The co-payments and medical bills keep piling up, as Medicare only ",win,81.0,True,0e4a0aa528f2f7b29796218fa5c9e520,battle
55.0,We need your help!! Our friend Malcolm is beginning the fight of his life now.  Mal was diagnosed with stage 3 esophageal & stomach cancer.  W,fight,56.0,True,7d1f30987b42d704a5de5375be952df5,battle
546.0,ou can & share this post.  Please keep Mal in your thoughts & prayers during his battle. We appreciate this from the bottom of our hearts!! God Bless!,battle,81.0,True,7d1f30987b42d704a5de5375be952df5,battle
,,,,,0c4d473ae08c0aaf94375a882095ad73,none
,,,,,1e1f417fe4d5895d82f96afbceecca96,none
,,,,,d3138bc10378fd3e612af9474a95d28d,none
79.0,"Hello all! As many of you know by now, the Davis family is embarking on a tough journey, and I am a starting this page in hope we can help them out! This last week, Chr",journey,80.0,False,4bf7abe4433f3ec54d9e1305f954eafc,journey
,,,,,fa7eb922a5362fd40e5db042d0971689,none
261.0,favorite bartender.He recently (10/3/2018) underwent surgery for the second time fighting cancer and is spending days in the hospital post-op.   The first time the cancer,fighting,81.0,True,f6402e9351bb3d9d5b4698f13f4c9f15,battle
1605.0, help and surround them with love is what is most important so they can focus on beating this thing.  Please spread the word. Thank you from the bottom of our hearts. #c,beating,81.0,True,f6402e9351bb3d9d5b4698f13f4c9f15,battle
,,,,,7c0c04d0333693e525c35b9b074a2459,none
2020.0,"r of their young daughter, Genevieve.As you may or may not know, Jessica began a battle with breast cancer several months ago. She had surgery, and it was thought that ",battle,81.0,True,a07d8b9f95afae967d9e0ee3d4df91ae,battle
674.0,"vieve and I miss her terribly, but she is not safe at home anymore. I am in a no-win situation, but have to choose the lesser of two evils. I wish I had better news.",win,81.0,False,a07d8b9f95afae967d9e0ee3d4df91ae,battle
,,,,,d0acc31870556016b98a80588ac22941,none
1491.0,oves his jobs and the people he works with.   We need to raise funds for Erik to beat this cancer and to get his liver transplant.   He is usually the first to arrive,beat,81.0,True,00da87cbbc5cb89a16a2f3a756a0c9e1,battle
2263.0,yers!!Any donation will be tremendously appreciated.  All we want is for Erik to beat this cancer and have a successful liver transplant.  His goal he shared with his,beat,81.0,True,00da87cbbc5cb89a16a2f3a756a0c9e1,battle
,,,,,c3e249b1b743d36e92c45e8960d433c8,none
707.0,"wls Rugby Club are taking on the challenge to raise the remaining amount to help fight Aleeyah's cancer. Nine of our current players, supporters and old boys/girls wil",fight,81.0,True,7e7c0588aeebce1c4b12cec4d8e9c3b5,battle
,,,,,6c4c260cbd85c7744e2209009134f996,none
107.0,"iagnosed with stage 4 liver and colon Canver in June 2015 at age 25. He has been fighting it with chemo. The chemo had originally helped, but now it has done more damage ",fighting,81.0,True,6ef41882907a31087fc08df4964f4630,battle
287.0,er. His insurance company has denied the medicine the Dr has suggested. They are fighting it. Matt and his family could use some help. We also would love some prayers as ,fighting,81.0,True,6ef41882907a31087fc08df4964f4630,battle
4821.0,"Pray for full healing, for God’s glory. Donate what you can. The reality is that fighting cancer is costly, and we are battling on all possible fronts, but we need your h",fighting,81.0,True,0702562a1fc04912977ef0f5b2e4cb4c,battle
4472.0,vilege to personally hold events raising thousands for those in need and friends battling cancer. Now it is time to focus our efforts on Matt’s care. Now we humbly ask fo,battling,81.0,True,0702562a1fc04912977ef0f5b2e4cb4c,battle
4859.0,". Donate what you can. The reality is that fighting cancer is costly, and we are battling on all possible fronts, but we need your help. We have spent over $1500 in medic",battling,81.0,True,0702562a1fc04912977ef0f5b2e4cb4c,battle
5438.0,"osity will bless us beyond measure and give Matt the fighting chance he needs to beat cancer. Share this post, with a few words about how Matt has touched your life. ",beat,81.0,True,0702562a1fc04912977ef0f5b2e4cb4c,battle
4264.0,"day. This is the raw, honest window into our December, 2017. We have started our journey as a family to heal Matt’s cancer. Jesus said “It is more blessed to give than t",journey,81.0,True,0702562a1fc04912977ef0f5b2e4cb4c,journey
,,,,,bc27e2c57617840c2cbd85b244cc9a6d,none
2485.0,"gh as eating out has often been the only option.    Our family has overcome many battles, but this is the biggest one yet. While we have recieved significant help from d",battles,81.0,True,d11cb8b2f6c0a3ecbc365c28fc7afbaa,battle
2938.0, Any funds collected will be used to pay bills and expenses for Paul while he is battling this illness.,battling,81.0,True,d822e6a5d9c531526389425f03e95105,battle
2629.0,"n you are aware, I think of you all often in my prayers and my meditative mind’s journey across space and time. We are all more connected than we are aware. I thank you ",journey,81.0,False,d822e6a5d9c531526389425f03e95105,journey
,,,,,852126d45d2c577c39d8686491541040,none
,,,,,38acd5a190ada3f09153770523c49553,none
,,,,,292054fc0398238e104901992dd27cfa,none
1586.0,cided that she will beat cancer!!!!!  Treatment starts next week. Let's help her fight!Thanks to everyone.,fight,81.0,True,55de89b00e2fcb23b73afbb44d376e50,battle
1525.0,ing messeges. Please continue to pray for healing. She has decided that she will beat cancer!!!!!  Treatment starts next week. Let's help her fight!Thanks to everyone,beat,81.0,True,55de89b00e2fcb23b73afbb44d376e50,battle
1142.0,"ry 2 weeks, a total nearing $30,000.  Although Dustin’s Mom, Lynda Moncrief, has fought tirelessly on his behalf to have the drug publically funded, to date this has no",fought,81.0,False,b81af7f150b032f4a2f558582e789eae,battle
3339.0,arent and share everything implemented along the way.  My mindset is strong. I’m fighting this and I refuse to leave Zoë motherless and alone.  Thank you for your love an,fighting,81.0,True,380bbfad850c115181dd34482a662859,battle
3489.0,"you for your love and support as my journey continues.  I believe I can and will beat this! With love and immense gratitude, Michel xx",beat,81.0,True,380bbfad850c115181dd34482a662859,battle
3444.0,"se to leave Zoë motherless and alone.  Thank you for your love and support as my journey continues.  I believe I can and will beat this! With love and immense gratitude,",journey,81.0,True,380bbfad850c115181dd34482a662859,journey
321.0,shown extreme strength during these months but times are becoming tough and this fight is getting harder. He has currently been admitted to hospital and Kirsty and the,fight,81.0,True,35bf53dafa110a4653dbf682fd282776,battle
200.0,ost a year ago Sandy was diagnosed with pancreatic cancer and has been valiantly fighting the disease with every fiber of her being ever since. All who know Sandy are wel,fighting,81.0,True,e93576a52adbbe68421521aff8f68217,battle
1842.0,ss  off meeting financial demands that cannot be avoided. I want her to focus on fighting as hard as she can for as long as she can and not worry about the financial part,fighting,81.0,True,e93576a52adbbe68421521aff8f68217,battle
1944.0,"he can for as long as she can and not worry about the financial part of all this battle! Sandy and Dick are the best kind of people, MANY will attest to that fact! We k",battle,81.0,True,e93576a52adbbe68421521aff8f68217,battle
2259.0,age to your friends & family  https://www.gofundme.com/sandy-arno-roy039s-cancer-battle Please continue to prayerfully support Sandy as she continues this battle on a d,battle,81.0,False,e93576a52adbbe68421521aff8f68217,battle
2333.0,"cancer-battle Please continue to prayerfully support Sandy as she continues this battle on a daily basis. She has met this with faith, strength, dignity andis an absolu",battle,81.0,True,e93576a52adbbe68421521aff8f68217,battle
,,,,,6854d16e1bf4964cdd437995f845767a,none
494.0," our family and friends. Come January 2nd, we will be rolling up our sleeves and fighting the fight!  For or those of you who have shown your support, I am forever indebt",fighting,81.0,True,6a04ab08fdee92b6eeb277258bff74a7,battle
507.0,"nd friends. Come January 2nd, we will be rolling up our sleeves and fighting the fight!  For or those of you who have shown your support, I am forever indebted.  Thank",fight,81.0,True,6a04ab08fdee92b6eeb277258bff74a7,battle
1598.0,"mily, medical supplies and anything related to helping my family and myself with fighting this cancer. We appreciate each and every donation! I am absolutely appreciative",fighting,81.0,True,d6cdaca80c0bc76596bfb34a0ad52c25,battle
891.0, almost 13 years and married for almost 3. My family is my biggest motivation to fight this cancer and kick it's booty! They need me as much as i need them! I am extre,fight,81.0,True,d6cdaca80c0bc76596bfb34a0ad52c25,battle
1272.0,pe! I can't thank everyone enough for all of their support throughout this whole journey. We decided to start a gofundme account because we have had so many people ask u,journey,81.0,True,d6cdaca80c0bc76596bfb34a0ad52c25,journey
6326.0,ry! Use this link to share on Facebook and email:  www.gofundme.com/help-mahalia-fight-cancer *This GoFundMe is being managed by us with funds going directly to Mahali,fight,81.0,False,e8df8c0ae6ae4ec6b7693840a301d2e7,battle
2002.0,"lies, and the wonderful oncology staff at Mercy Hospital. Daniel and Rebecca are fighting as hard as they can and need as much help as they can get.  They have had to spe",fighting,81.0,True,464621c0b47af878c59e2e45447ef13a,battle
2435.0,"ancial burden of mounting medical bills and expenses, so they can focus on their fight.   Any amount of support would be a tremendous blessing to help get them through",fight,81.0,True,464621c0b47af878c59e2e45447ef13a,battle
1153.0," past 2 months could easily be compared to a roller coaster. There were constant battles of low hemoglobin, white cell, and platelet levels. These caused fatigue, low ox",battles,81.0,False,464621c0b47af878c59e2e45447ef13a,battle
1382.0,"eding.  Each treatment affects these levels differently and it’s been a constant battle to bring up these levels. If you are a blood donor, bless you!  Daniel has alrea",battle,81.0,False,464621c0b47af878c59e2e45447ef13a,battle
907.0,"sent day, and all we can say is we are blessed. ALL is not the hardest cancer to beat but it is not the easiest.  Treatment is an intense 6 months with 8 rounds of ch",beat,81.0,True,464621c0b47af878c59e2e45447ef13a,battle
,,,,,92efe8e6d43a8f06c438b8881ff8283c,none
60.0,"I have 5 weeks of radiation and chemo beginning next week to fight my cancer. I have a wife , 3 beautiful daughters and many dear friends I would l",fight,61.0,True,d26afac30a7ca162bd735088f792ab44,battle
288.0,e to help cover some of the cost of treatment and living expenses while I try to beat my disease.,beat,81.0,True,d26afac30a7ca162bd735088f792ab44,battle
51.0,"Joseph, age 20, and a lifelong Weymouth resident is battling Malignant Peripheral Nerve Sheath Tumor, a sarcoma. Joseph has been juggling ful",battling,52.0,True,661a41e72d6fc706917e094e6796d6ac,battle
2689.0,"onger being well enough to work, we need everyone to rally together and help him fight the fight. Help us spread the love for Mike Chisholm and donate to him in his ti",fight,81.0,False,f02acd38a06a2890275b80048839ec6d,battle
2699.0,"g well enough to work, we need everyone to rally together and help him fight the fight. Help us spread the love for Mike Chisholm and donate to him in his time of need",fight,81.0,True,f02acd38a06a2890275b80048839ec6d,battle
262.0," be doing a live stream and giving away tons of awesome prizes! To be entered to win something, all you have to do is donate! I will be picking winners at random dur",win,81.0,False,4a106b3612eae207e290f02f2fb06773,battle
886.0,"ntribution is greatly appreciated, as during this time she needs to focus on the battle rather than any financial burdens. We are a family strongly driven by faith and ",battle,81.0,True,cd218d2d58f620d2182a2e3da0971c48,battle
937.0,"i's treatment and send her all love, thoughts and good vibes you can, so she can beat this beast and be happy and healthy again!",beat,81.0,True,63d37595884a26de966872d491c0e71a,battle
2934.0," is often too worn out to mow (or someone to mow it)Dad is determined to win his fight. As he told me, he wants to see his granddaughter, Magnolia, grow up. He is a fi",fight,81.0,True,1446d86137e676afa461ca8c7512ee2e,battle
2926.0,"s my dad is often too worn out to mow (or someone to mow it)Dad is determined to win his fight. As he told me, he wants to see his granddaughter, Magnolia, grow up. ",win,81.0,True,1446d86137e676afa461ca8c7512ee2e,battle
,,,,,cdcf48a1cb7ec7507865520dd9b594b8,none
2220.0,"g  Team Nevaeh shirts , keychains or bracelets go Iike her Facebook page Nevaehs Battle  with Osteosarcoma and message me!!! Thanks!!",battle,81.0,True,13f762df22583ab23cfa73058094b0c5,battle
,,,,,ed0e5b76a7eaa5b601cbb8575ce56089,none
2146.0,cer treatment too.  He is doing all of this with his best friend in the hospital fighting for her life.Felicity & Simon are so grateful to have the ongoing support of lov,fighting,81.0,True,3205a7f99a672bf34b8f5e6e0ed00211,battle
280.0,"tating diagnosis that she had an aggressive, late-stage brain tumor. Now, she is fighting for her life against stage IV brain cancer.


My Mom’s Story

For more than ten ",fighting,81.0,True,8d90026fc39380502ce438f1ffb3186e,battle
5370.0,uld be immensely appreciated by my family.Thank you for helping me give my mom a fighting chance.,fighting,81.0,False,8d90026fc39380502ce438f1ffb3186e,battle
,,,,,ad98c4cc0f3dac1291bc4ffd8ec4ecf0,none
