ppt,journey,battle,description
rfjt54jvgpuzxep9tbge,0,0,"Jason is young and has a lot of life ahead of him. Unfortunately, he has been diagnosed with lymphoma and has a lot of medical costs and procedures."
c5lzrx01s972qryrvd6g,0,0,Jason is trying to recover from ALS
7a9f6vsa17kbm6muoq4c,0,0,Jennifer has stage 2 cancer and is going to have do deal with a lot of treatments in the coming weeks.
9w5qtto32mamdwh56qac,0,0,this woman is suffering a tough disease. The money will really help her out.
3h012y5qhusl9qrmxlo1,0,0,"Jason has cancer and is going to have chemo soon. He's going to suffer with naseau and other problems, so his friend is crwdfunding money."
azhzzsful8fjv0f1sv4f,0,2,"jennifer is facing a tough fight against a serious disease. she will need costly medical treatment for months, that have many unpleasant side effects as she battles cancer."
0feruvplb87ellt7o5mh,0,0,theres a mn named jason i meet that really needs help with medical bills to help save his life if you have extra money that can help the cause please help
kpapcfss8j5ek4n9bc6b,0,0,For the next 3 to 4 months Jason's friend is going to be going through chemotherapy. It's going to be a lot of money switch he can not afford.
bgsvp1atz0xvmz531uox,0,0,Jennifer has lymphoma. The treatment for this disease is very expensive and she could use some help with the costs.
cvpx3vuavah6qo4oyzf9,0,0,"A patient in the middle of cancer treatment, with limited financial ability to support the treatment. Her friend it starting a campaign to raise money to help her."
eohxxev5c9n4tdwdehx9,0,0,I would say she has cancer and had to have surgery. Now she is going to be going through treaments that are physically taxing and expensive.
e5nkntzrp80qmadn2bc9,0,0,He has lymphoma and requires chemotherapy to deal with it.
ho2rqc612ow4kwrsxr97,0,0,She has stage II Lymphoma. She will need treatments every 21 days for the next 3-4 months.
vtnv6xaqygsabjybdysl,0,0,It is critical and needs help
sxyh5o2r8enewg0pylh5,0,0,Young man needs financial help with hospital bills. He's in the USA he'll need all the help he can get.
y4k2eq1y53uzv1b6f8ll,0,0,i have do my best help
wx2ho66ly3xx1knlabk1,0,0,They are putting a fundraiser together for Jason. He has lymphoma type cancer. So they are raising money for him.
j7dlxbkl9bh0ds8qddzr,0,0,Jennifer has been diagnosed with stage two cancer that will require both chemo and radiation treatments.
tas372y4fy4w1kjng3s2,0,0,"Jason has lymphoma. He has many treatments of chemotherapy to go through, it will be difficult but he wishes to try his hardest and recover."
e3wcacz2qqxlndp4jo2o,0,1,Jennifer is a young girl with cancer. She has a heart of gold and will have many surgeries to fight the disease. Her friend is raising money to help pay for medical bills.
fdg1e76r8t4of6rmmxlu,0,0,Jason undergoing a complicated thyroid surgery. Jason was diagnosed with stage III lymphoma
xs7zyc6exzq5k8l1c5pz,0,0,Jason was diagnosed wit5h cancer and has to have chemo every 21 days and his best friend is trying to help him handle all of the costs associated with thre unexpected diagnosis of cancer.
hjkj7f9gsrwpdjnsqd5c,0,0,"Jason has lymphoma. It's not clear weather he has insurance or if he lives in the US, but I'm assuming he lives in the US and our healthcare system is abysmal so I'm going to donate because there's no way his cost will be free even with insurance."
g4rhbnhcy4r5j5s9j2vy,0,1,"Jason has cancer and needs chemotherapy. Although he's not in great shape, his friends and he are ready for this battle."
v21n957703x2av34qy1b,0,0,"Jennifer Lymphoma Cancer she is a strong, good hearted person. She has the will to recover and just needs some help with expenses."
lmmvtm4638x9m5jocjzh,0,1,It's a very tough situation for Jason to be in right now. He has lymphoma and is fighting it every day he wakes up.
dfhwcl2psj9htqypkgt7,0,1,Jason is having a bad time after hopeful recovering and now he needs our help now more than ever to beat this.
287z9wgclpbadak0fxte,0,0,Jennifer has lymphoma which is a form of cancer. She has begun chemotherapy but there are many additional expenses and she needs help.
c534tk72829xqtwh0gq9,0,0,Jennifer has cancer. She will be undergoing a long period of treatment.
700fdmpa0zlvpnwar490,0,0,Very critical and dangerous situation. To improve and clear the situation.
y38uggm4vod9yldapb7q,0,1,He is in the hospital fighting cancer. He is trying to raise money to help with the medical expenses.
kjn6gxogn9k78fg2hb3t,0,0,Jennifer is suffering with stage II Lymphoma and needs treatment every 21 days. She also need Chemotherapy treatment please help fund her treatment. Thank you
o352pdcj1g7t1xoyde0d,0,0,bit of good
sx2kty0buhbl006y6lk0,0,0,she is having a bad time after having some operations. and she would definitely would need the extra help
oco1335311oos10g1vdu,0,0,i was help my friend
zr3ro3x3aegrendlpvjn,0,0,He has cancer and needs money to pay for the treatments. He needs help to provide the appropriate treatments.
lrxsnv2em2xzpdf83z7h,0,1,Jason is fighting lymphoma. He will undergo multiple rounds of chemotherapy.
e8y2oy2r88tnzwl1ngaz,0,1,Jennifer has a really bad form of cancer but it is beatable if we all help her and raise money for her so that she can pay for treatments.
bdbdrng93furtd7suxs4,0,0,Jennifer has been diagnosed with cancer. The cost of treatment is high and she needs help paying for it.
adoqrzknc7fjtu5c1axc,0,0,Jason went through a thyroid surgery then was diagnosed with stage II cancer. He started chemotherapy and has been having a rough time with it. His best friend is trying to raise money to help.
r6r9j69f9lnjterqeuwb,0,0,I would say that it is a very serious situation. I think that she would need all the help that she can get
8pyyr6eo3uyqpw8fl04u,0,0,Jason was diagnosed with cancer. He's gonna need to go through months of expensive treatment.
03qdcerpjzz6v4mktu98,0,0,"Jennifer is going through something that few people ever have to go through, both physically, emotionally, and mentally. She needs all the help she needs get to pay for this treatment to help her through it."
f5lykrhswhp3j6asc2p7,0,0,Jennifer was recently diagnosed with lymphoma and has begun receiving chemotherapy treatments. Her friend is trying to raise money to help Jennifer with the upcoming expenses she will incur due to her treatment.
y5r0b0ez55b3nvd74rku,0,0,I would share that Jason is going through chemotherapy and has a friend that is raising money to help him out. I would encourage my friend to donate to Jason to help him through this challenging time.
2d90chkclgrhprgdhak2,0,0,it is good
c4hw391phy51jro89k0j,0,0,"Jennifer was diagnosed with Stage II Lymphoma. She is undergoing treatment currently, and her best friend is raising money to try and help cover the costs of treatment, hospital bills, etc."
dqd6np000p4l7y78yygv,0,0,She has stage II lymphoma so is very sick and requires many treatments. Her treatment is very expensive so is looking for donations to help.
dc1mfjjfldk5986do51z,0,0,Jennifer is a sweet young girl who has lymphoma and need financial support.
z9clq1b2euhstgexoray,0,1,Jennifer was diagnosed with Lymphoma a devastating diagnosis. Lymphoma is a type of cancer that involves chemo. Please consider donating to help Jennifer battle the illness. Keep Jennifer in your thoughts and prayers.
y1vzz68vyykde895mjjb,1,0,"Jason is in a rough time he need help with medical treatment and medication every bit of dollar would help his situation and get back on track, he need support to get through this."
dlum38azor8gmy2m39jj,0,0,If I could describe Jason situation to a friend I would describe it as heart wrenching. He is in a very hard situation to be in and its very unfortunate.
x63cv9mjygxo4bcetnbg,0,0,Jason has been diagnosed with Lymphoma. He will need to go through several treatments - likely radiation and chemotherapy. He needs a hand covering the many expected medical bills.
netl0a20jm5w1cz5zqbf,0,0,feel good
udznt39n7jr6jyzcaxxe,0,0,She has stage 2 Lymphoma and is struggling day-to-day. Her best friend is raising money for her.
zyaljoyvvf2mqz51czp9,0,0,"Jason is suffering from lymphoma and is looking for financial support from friends and family. Treatment is available, but it is expensive."
m1mset7betlden7efxrv,0,0,Jennifer has lymphoma and her friend is raising money to help her pay for treatment. She will be receiving treatments for the next few weeks.
04majoq9qoch9zukq6gu,0,0,Jason is undergoing treatment for Lymphoma. The treatments are multiple times a week and he has experienced many negative side effects from similar treatment in the past.
vzu80wwdtmu4osp3us1o,0,0,He is struggling with cancer he needs every kind of help available.
2oamwtkt9qftns41z4vk,0,0,"Jason had thyroid surgery, and during the surgery they found cancer. Jason is going to have to do chemotherapy and possibly radiation."
zo8k6jw51v4fve2u8m9r,0,0,I would donate atleast about $30 for my friend situation i need help from my side.
gnq99wt2y0h7sc2mrupp,0,0,She is a friend of a person doing crowdfunding. She has lymphoma which was discovered when going through a different procedure. She has undergone chemo and is weak but doing better so far.
vqna2pexa4obj6dlxhyy,0,0,She had thyroid surgery and is suffering from lymphoma. She would like some help to recover and get better again. Her best friend is helping her.
kbfujlml0mtt5r02hxcj,0,0,He's a man who is currently suffering from the effects of Stage 2 Lymphoma and it's associated treatment of chemotherapy.
1rqd9wv40kt68utqofjw,0,1,Jason has Lymphoma. He will need help paying for things as he fights this cancer.
9kjy9479mq978tef3s66,0,0,His situation is dire. Lymphoma is not a minor disease and it is my hope he will make a full recovery. Having lost my father to cancer I cannot empathize enough with Jason's condition. I wish him the best. He needs all the financial help he can get.
y6q2qz5k8jx9xy0hxq8p,0,0,HE IS GOOD AND BROAD MIND
0w02169sq7pn24s4ulus,0,0,Jennifer was diagnosed with Lymphoma. She will need to receive chemo treatments for 4 months and her friend is raising money to help pay for her expenses.
rn4k9hs2fzz7wfcowz9h,0,0,I will like first tell a friend about the the Jennifer's situation and when am able to explain the situation to a friend he will definitely help in terms of donation
75uahdxjl3syz2yk5zvq,0,0,Jennifer is a kind person who was diagnosed with cancer and has to undergo several rounds of treatment. Her friend is raising money to help pay for her treatment costs.
omg6z3z15pp8689abkvu,1,0,She is suffering from a hard stage of cancer and needs treatment. She is a good person with a heart of gold but is going on a cancer journey of treatmentns and needs help financially.
fxdserss9059m0msd3ov,0,0,Has cancer. needs money for treatment
eh76fcapd4hsxnhkrh9h,0,1,Hai i have found a campaign about a girl named Jennifers who has diagnosed with Stage II Lymphoma. She is staying positive with high spirits to overcome this disease through her treatment. All she needs is help for paying her hospital bills and medicines.
qb3nzma54o4as961f7zp,0,0,It is sad. She is suffering from lymphoma.
t3d9rto8h0b7d1u62l5h,0,0,Very difficult. Needs help in order to get better.
23txo6dp7cx5sbfhgpof,0,0,"Jennifer had a normal procedure to undergo and found that she had very serious cancer. She will have to under many costly, painful and time consuming treatments as a result."
ycnokdcoln2cv5ukly60,0,0,Jason has lymphoma and is having chemotherapy treatments. He is slowly getting better but the cost of treatments is a burden on him.
0kb9vvtb2qpg1pothrdt,0,0,"Jennifer has cancer, but forsees having financial problems in the future as she undergoes treatment. Her friend is raising money to help contribute to the costs of her cancer treatment."
fvg2j1gu7cgrko25zqtb,0,0,"Jason is hospitalized and needs assistance. He is going through a tough time, we as friends should try to help him financially and emotionally."
m61rwq1ten3qx7pxnda5,0,1,"Jason was diagnosed with stage 2 lymphoma after having thyroid surgery. He is undergoing chemotherapy to kill the cancer. A friend of his, is raising money to help pay Jason's medical expenses."
smh4v9rqeytrb2yegyqw,0,0,Jenifer was diagnosed with Stage II Lymphoma.She will need many treatments of chemotherapy and radiation as well.
5gpadqfnjrkpy8s27lqw,0,0,Jennifer has cancer and will be getting treatment every 21 days for 3-4 months.
c8k63dqtl54jcz2rgy2k,0,0,our situation is about worried.i understand jennnifer's situation
ht2vj91bskoncvgm8yr9,0,0,"A good man is put in unfortunate circumstances. After undergoing thyroid surgery, he was diagnosed with Stage II lymphoma. His friend has set up a gofundme to assist in his medical bills."
hl0vwxkweoffr8ygpghm,0,0,"Jason has been diagnosed with lymphoma. He has already had surgery and is now having chemo therapy. He will have to have chemotherapy treatments every 21 days for the next 3 or 4 months, he really needs help with the expenses of his treatment."
vlq5lp9prlh0e206s52b,0,0,Jennifer has cancer. She suffers from fatigue.
e3fsgk5qsbnpzxn411my,0,0,Jennifer has lymphoma. She needs help
q7n82wzqpyod164pljy9,0,1,Jennifer has stage 2 lymphoma. she is described as someone with a heart of gold and loved by many. each day for her is a battle with this tragic disease and time she can never get back.
caeknf70m3lfmmj9m11u,0,0,I would tell them directly and not beat around the bush.
1lz74ralmjbmv2x0cuxz,0,0,Someone has leukemia and can't afford the chemotherapy. He's responded well to the first treatments.
jtoef9l5dudg0w07tuqb,0,2,Jennifer is battling lymphoma following a thyroid procedure. She has a fighting spirit.
l1dvvqkzcf9z45rd5le0,0,0,He has cancer. It's Lymphoma.
4dn4l536jlnzzlejk11g,1,0,"Jennifer is a woman who recently had surgery on her throat, but shortly thereafter found out that she has cancer. She's currently undergoing chemotherapy, and has a long road ahead of her."
pqpasfr0bxtxbyl605ju,0,0,Jennifer has lymphoma and is undergoing chemotherapy for treatment. She is outgoing and warm.
q2925gj94zbmn1lutdnc,0,1,"Suffering from lymphoma and facing a long battle of hospital visits, chemo, and all of the side effects that come with that."
6fam0mq36cms6pax4wpb,0,0,She is recovering from stage II lymphoma. SHe needs money to cover the cost associated with her treatment. Her friend is raising money for her
d1sclo42rtj5ynj8kmu6,0,0,Jennifer has stage 2 lymphoma. I am contributing to help.
