RAND,ppt,notes,journey,battle,gofundme_mention,sympathy,sentiment,on-topic,intensifiers,description
0.519618192,07ovr78rz5esdpdlefmr,,,,,,,,,Jennifer is suffering from Lymphoma. She is raising money to cover her expenses with hospital visits and chemo. 
0.201101757,s9v8psw4p5jhzvx74xea,,,,,,,,,Jason is a patient battling lymphoma. He needs to raise money for his treatment.
0.521193638,c5lzrx01s972qryrvd6g,,,,,,,,,Jason is trying to recover from ALS
0.82113927,4f00u2kjuau1cp3yqg05,,,,,,,,,Jason is a person who is recovering from surgery that he needed because of lymphoma. He's a fighter and wants to beat this and is willing to do whatever he needs to do to overcome it.
0.755764211,v2zcc7n7sdpr0s8w9a8u,,,,,,,,,Jason has stage II lymphoma.  He will need treatments every 21 days for the next 3-4 months. He has a long road ahead of him.
0.883269611,22121x4thfcau5x3327u,,,,,,,,,JENNIFER IS FACED WITH A COMPLICATED THYROID SURGERY. THE SURGERY WILL BE VERY EXPENSIVE AND A FRIEND IS TRYING TO RAISE MONEY TO HELP PAY FOR THE SURGERY.
0.412512123,t4xs5e2brgsbmd54waay,,,,,,,,,He is feeling well
0.400522214,hp4ur6mqromp6jl9utsb,,,,,,,,,She has stage two lymphoma and will be going through treatment
0.935627586,kal9squpp7y9u94rvsq4,,,,,,,,,"Jennifer is suffering a lot because a disease has entered her life, and America's health care system sucks and requires people to raise money like this just so she can live."
0.105037452,0013vlf4loy17c6s31p6,,,,,,,,,Jennifer is struggling with many medical bills due to cancer treatment.  She has lymphoma and has had her thyroid removed.
0.575952493,1hghvlkxcdsgpw96weqq,,,,,,,,,Jason is a normal person with a good character who just got a very evil disease. He is fighting it off with all his strength but the costs involved are overwhelmed. lets help make that weight a little better 
0.286165107,vrqpdqamy7lvgs6t46g1,,,,,,,,,Jennifer is battling stage 2 lymphoma cancer.
0.553303097,2rqgl22nfxq3rlnx4hfa,,,,,,,,,"Jennifer was recently diagnosed with Stage 2 Lymphoma and has faced symptoms such as being fatigue and nausea as of now, but is currently back to high energy and wants to fight this but she needs our help. The medications, the treatment, the visits, etc are all very costly and therefore, she can use some money in order to help make this journey to getting better much easier. She is a fighter, but there's only so much she can do on her own."
0.1653532,g3zysnuh4clf1pzjt9e8,,,,,,,,,because he needs to small amount of money and also i am not satisfied
0.926055197,1gwp53hm2hu7jo5vxpw5,,,,,,,,,"I would explain that Jason's friend unfortunately has lymphoma. While it isn't as bad as it could be, he still has stage 2 and it will be a tough road moving forward. Jason is helping his friend raise money for treatment as he has to go through rounds of chemeo and local radiation if deemed necessary. Jason's friend is beloved by many so this campaign will really help out. "
0.172954106,j72cglpvfqs91myv9buo,,,,,,,,,He is in a situation where is he dealing with Lymphoma. There is a need for others in his position.
0.679597583,u5nozbphmrw57v2t2y97,,,,,,,,,Jason is in very critical situation. He needs financial support which will help him for his treatment. Please donate and support.
0.077454549,earhd7hs7y65s2vv7y4l,,,,,,,,,Jason is suffering from a form of cancer known as lymphoma. He will need to receive chemotherapy every 21 days and will also have to undergo radiation treatment. Jason is generally in good spirits and has the resolve to handle this situation. 
0.207319681,4a4hslmqotzese5wyxd6,,,,,,,,,He has kin cancer and needs a procedure every 21 days for 3-4 months. His support groups are asking for donations.
0.635828368,rle4381olkb9v6016pm9,,,,,,,,,good 
0.15922749,np7xcl57qvs8xotyw4x2,,,,,,,,,A woman who is undergoing cancer therapy and desperately will need financial help. Any kind of help will needed do to her condition.
0.344100847,kuy1lrkxomnhmfkqhq12,,,,,,,,,"Jennifer is suffering from a cancer. She has Lymphoma is a cancer of the lymphatic system, which is part of the body's germ-fighting network."
0.374583414,t3gv0jma9xaaoodjpv5m,,,,,,,,,"Jennifer endured a complicated surgery on her thyroid, only to find out she has Stage 2 Lymphoma. She is going to need a lot of hospital visits, chemotherapy, medicines and more."
0.521021659,tx6yqhs2quy9pkns9u5l,,,,,,,,,"Hey Buddy, It is a bit heart breaking to say that a person namely Jenifer who loves to donate undergoes some sort of treatment that has required crowd funding . So i wish that we can donate up to our limit"
0.786489881,u2zt74u19onynsf5uc2k,,,,,,,,,five friends
0.605041132,mwftfdjdk5p8b3o0jmgt,,,,,,,,,well for this
0.535125691,r67y1vpno0j1d28260wm,,,,,,,,,Jennifer has lymphoma and has undergone many surgeries.  She is also going to need radiation treatment.
0.87678782,9kmq0ocjzqq7hagle8g1,,,,,,,,,"Jennifer presently is going through a difficult process of cancer treatments. Any financial help that you can help her with, will help her throughout the treatment process."
0.190254728,2zkp0kpxxhyw4x8okz8l,,,,,,,,,"Jason is greatly suffering right now with cancer, however he is fighting. Treatment takes a huge toll so we all have to be there to support."
0.794541598,sz2cx609rbva5u31p1td,,,,,,,,,She is in an uncharted water and she needs all the help she can get. I strongly believe that she will pull through with our help.
0.920165873,wuna2pvf0w2a59czqzud,,,,,,,,,Jennifer seems to be very good hearted to people and she's kind and very nice. Jennifer has lymphoma and needs to get help and treatment and thats why donating is a great thing to do. 
0.537690572,n1m8qu7ey14yr2avw433,,,,,,,,,She is struggling with the financial and health effects of lymphoma and needs donations and support so she can recover fully and get back to her life!
0.787201458,x53qo46pmjhe8flnctar,,,,,,,,,She was diagnosed with lymphoma after a thyroid surgery complication. She is in need of financial help. 
0.598650733,mhkvxscprlwuwveqxvbf,,,,,,,,,After having thyroid surgery Jason has now been diagnosed with Stage 2 Lymphoma. He is now undergoing chemo and needs all of the help he can get with the expenses. 
0.297424502,u9npe1nwmhpye86vb791,,,,,,,,,  Jennifer's situation is worrisome that requires drastic action; She's a lady with great potentials that deserves  to live  no matter what it may cost;
0.665752365,j7oy429ejchsrszw9jvu,,,,,,,,,Jennifer is very sick and is needing chemo every 21 days for the next 3-4 months. She will need money to cover her expenses while she continues her hard road to recovery. 
0.192684385,8hl1x0fbwqjs7xd0u3xl,,,,,,,,,Jennifer has stage two cancer.  She has to have a surgery on her thyroid. 
0.267091635,2ho5sx3a8cmc7mehds5r,,,,,,,,,Jennifer has lymphona and needs assistance to cover chemo. She's amazing so I'm trying to raise money to assist. 
0.954746163,oafmjefoofaoqut1h62n,,,,,,,,,Jennifer is happy to enjoy with friends.
0.240740452,crrmtjafuex8r540jcen,,,,,,,,,He's going through a rough time right now. He needs all the help he can get
0.205401895,vx6z4je13fb7dk4yszrj,,,,,,,,,"Bragging to friends led to his arrest.
There are no words adequate to describe what this kind of traumatic loss does to a victims family."
0.237015203,h6fmuajn4ljk0nxqlbkq,,,,,,,,,Jennifer has cancer. She is doing well and doctors hope she will continue to do well.
0.060344831,y38a41sgm6hs76f0rv3b,,,,,,,,,"She needs donations for things she needs for the next 3 -4 months while she fights lymnphoma. She will be fighting for her life, so every bit helps."
0.713014588,khcrt6ccqprdwru5rffr,,,,,,,,,very difficult because he will face the medical problems
0.72986334,bbm0xj3tjqbml393te98,,,,,,,,,Very touching and emotional.
0.397349287,t4qzo0t4uwzow7cbl95d,,,,,,,,,"Jennifer is a great person, who recently was diagnosed with lymphoma and needs recurring treatment. There is crowdfunding for covering some of the costs of her required ongoing treatment. "
0.420090311,s7bb7lq4yy4r54kw6rk6,,,,,,,,,Jennifer has lymphoma and she needs help to recover from it. The treatment would require many treatments of chemotherapy and some radiation which will cost large amounts of money. 
0.971881707,fqybgcrm2ccru7me3nem,,,,,,,,,if jason fried have a trouble of money then i will help him beacuse i am very kind heart person thatsway i always helps my close peoples.
0.03646847,yszjekwb01dwkqeonqvd,,,,,,,,,"Jennifer has a potentially long, sometimes painful, and certainly expensive road ahead. Any donations to defray costs would be most helpful."
0.462274411,4704w6o5op6q4aoz2k0s,,,,,,,,,Jason has lymphoma and if you don't donate he's going to die. 
0.125488122,aj15w3y2vxt2n28ogt1h,,,,,,,,,She got lymphoma after undergoing thyroid surgery.  She is currently undergoing chemo to treat it.
0.437177144,xqhtma3p0bqr7wuqmzsk,,,,,,,,,FEVER.
0.796591848,hofck7xr07kftfw09gyd,,,,,,,,,Jason is an individual currently going through chemotherapy to treat his cancer. He has many procedures that he will have to go through during this trying time.
0.530095059,y2ajp2kl2w7x60ut8mf7,,,,,,,,,She had a surgery and was found to have lymphoma. She has hard treatments ahead and needs donations to cover expenses.
0.290940139,14bcygrc56w11vaav02q,,,,,,,,,jennifer is good friend for ever
0.0838362,6p1ta90vnp1evpb1yqpp,,,,,,,,,JASON HAS STARTED CHENO TREATMENTS FOR STAGE II LYMPHOMA AFTER THYROID SURGERY.
0.824166096,2q73hp7da67v8ys4hb7o,,,,,,,,,very bad
0.082930298,u563bh9ulgb96hb2lx4m,,,,,,,,,Jennifer has lymphoma and has just begun her journey in treatment. However treatment can be very expensive and they are looking for people to donate in order to help cover the expenses of their treatment.
0.033331348,zr3ro3x3aegrendlpvjn,,,,,,,,,He has cancer and needs money to pay for the treatments.  He needs help to provide the appropriate treatments.
0.612996922,y1u0ejuyaau4v713lpze,,,,,,,,,A young girl is suffering from cancer and it is real painful to know the healing therapy that she has to undergo. She always has to fight this disease everyday of her life 
0.871900343,spcpbseglrevmzmvs67c,,,,,,,,,"A great person who needs help to conquer cancer of lymphnodes. Reward his strenght and determination by adding to his donations. Win, win. Yeah, you'll feel good too!"
0.386402019,ufh4tp1d1zk9yy5wfdwk,,,,,,,,,She's a caring person who has been diagnosed with Stage 2 Lymphoma. She possibly faces local chemotherapy
0.454002576,g4rhbnhcy4r5j5s9j2vy,,,,,,,,,"Jason has cancer and needs chemotherapy. Although he's not in great shape, his friends and he are ready for this battle."
0.306274365,kb6fyerj6jxs35jhx9kd,,,,,,,,,"She's got Thyroid cancer.  Not the kind I had, she has stage II lymphoma.  She's got a tough year coming up.  It'll be really bad for six months, but it doesn't get back to normal until at least a year.  She'll make it though, but it will be one of the worst years of her life.  It's nice when people do what they can to make the year a little easier."
0.173918712,fbqy68q4u840owehn0d2,,,,,,,,,It is based on the information. His situation is not that bad.
0.077480653,pub71hdfh866otu4l1m4,,,,,,,,,Jennifer's has been through a lot lately and even with hardest times pasted. Jennifer with be fighting a up hill battle with the days to come.
0.301233332,0pl4uy8m83xvquqj3vyp,,,,,,,,,Jennifer was diagnosed with stage 2 lymphoma. She started undergoing chemotherapy and will receive treatments every 21 days for the next 3-4 months.
0.365622836,n2zadgcomwfhtynjdk62,,,,,,,,,"I would say that he has a serious medical condition. I would say that it is life-threatening and treatment options can vary, and that he needs help raising money."
0.886538376,0cxvauc99l3nglm5e87h,,,,,,,,,Jennifer's situation is bad but still not terrible as many other people whom I have seen and helped.
0.981585398,6ny5lxogjj8ztrfk7rqq,,,,,,,,,Jennifer had a thyroid surgery where it was discovered she has Stage II Lymphoma. Doctors say she will need many treatments of chemotherapy and possibly radiation in the future. Jennifer's best friend is raising money to help pay for the inevitable expenses that come with such a diagnosis.
0.654573887,80r1b98reny227l147a9,,,,,,,,,
0.608080113,8c1n56mqux3y3x4a2bxr,,,,,,,,,sad but there is only so much we can do
0.555827791,hxynoo3ewevbuvpamj5g,,,,,,,,,thats very good
0.789827206,nkn8t9dg6rfsut2k50yl,,,,,,,,,jason undergoing a complicated thyroid surgey.after surjery jason receieve treatments of every 3-4 months.am rasing money for jason to help pay for many expenses that will help fot the jason.any little bit help for jasons life
0.993012623,lqwuwv1lyyzwmn9wjpob,,,,,,,,,Jennifer has serious cancer and we live in a terrible hellscape that ruins people's lives when they have serious medical bills so they need to crowdsource her treatment so she doesn't die. 
0.960414515,kb2vusazn0se4kkm0fhb,,,,,,,,,very stressful and i think she needs the help of some good people.
0.652496823,gvtaxboc7rh0tljsv9kv,,,,,,,,,Jason has been suffering from a disease. He could use some financial support.
0.903007927,qegp8m7kbwc7z58zktdo,,,,,,,,,Jennifer is going through thyroid cancer treatment. It's a very rigorous and uncomfortable series of treatmens over a few months. Hopefully she gets better. It's also pretty expensive and will be very costly.
0.147609386,rlr03cys1huk3qwmz70r,,,,,,,,,Jennifer is needing to go through cheo and radiation due to battling Lymphoma after a thyroid surgery. She has a strong will and a heart of gold and will be incurring many expenses for her treatments.
0.231694489,2vnzpay0zez6joosov7q,,,,,,,,,He had an operation for his Thyroid and now has lymphoma. He has to get a lot of chemo treatment and may need radiation. 
0.909309943,w7pubwgltustpxxe138w,,,,,,,,,He is battling cancer and is receiving chemotherapy. He has been having a difficult time after a few sessions and needs help to support the costs.
0.95751608,m2kwba081tz3evlzs7zj,,,,,,,,,Jason is currently undergoing chemotherapy for stage 2 Lymphoma after having thyroid surgery. His friend has setup a donation page to help with his expenses as he receives treatment every 3 weeks for the next 3 to 4 months and has to deal with the side effects of his chemo treatment.
0.960280107,ful3h8e24u5f096y4m5c,,,,,,,,,She's just had a thyroid surgery and needs to have medical checkups and chemotherapy for the next 3-4 months
0.615278243,r2mchqz6z31jqrsf43pk,,,,,,,,,Jason is suffering from Lymphoma.  There is a go fund me type page to help with the costs.  Needs urgent care.
0.519579405,9s3ryckqyqmcnhf2yyc1,,,,,,,,,Jason is sick and in need financially to help pay for upcoming chemo treatments. He has a rough few months coming up and could really use the help to pay for the medical bills coming.
0.838684559,j6fh09kv5emcfeu74q7f,,,,,,,,,"She is very sick and requires medication every 21 days that is very costly.  If you are able to help donate to her fund, she will be helped in a financial way."
0.778990291,3327zxheoqx29pp5snrw,,,,,,,,,she is a young lady who desrbes to live her life to the fullest but cant do that due to the lympma illness
0.231357292,xredkpem9kvrlhwdj5b5,,,,,,,,,Jeniffer seemed very supportive. Donations is always great for all.
0.979470065,3sorensh8y176l8bwmxo,,,,,,,,,He is suffering from lymphoma and will be undergoing intense chemotherapy
0.924566363,608voanfh5u096lwuctn,,,,,,,,,he is a good friend and lucky to have a good friend
0.991094283,x1cqtdhq4w9mjapn1z59,,,,,,,,,Jason is another good person going through a rough time dealing with a cancer diagnosis and ongoing treatment.
0.242006884,e97vkn517oqb1go9xl8a,,,,,,,,,Jennifer has stage 2 lymphoma. Jennifer will need medical treatment. She is expected to receive chemotherapy every 21 days for 3-4 months. Jennifer's friend is raising money for Jennifer's expenses. 
0.605095269,p71loohh5eb04g200mu4,,,,,,,,,Jennifer survived thyroid surgery but is currently fighting lymphoma.  Her friends and family are supporting her in this fight and could use financial help.
0.370135826,spsbphle6ja0rbf26fw9,,,,,,,,,Jason has stage II lymphoma and will undergo many rounds of chemotherapy.
0.132782808,kawv9mkuvmprj906yoep,,,,,,,,,Jennifer has been diagnosed with Stage II Lymphoma. She is going to be going through a lot of chemotherapy and possibly radiation. It will be a long battle with the hope that she can beat the disease. 
0.356617086,nj5o2b6r6d1h7uk56cdw,,,,,,,,,Her health was very criticl.so help her
0.244178925,94nsp851xnodnlo8b5rw,,,,,,,,,Jason is fighting cancer but his outlook doesn't look all that positive. He has to undergo more chemo and other therapies.
0.412572636,02ph1aoqxvclxfsyfmrp,,,,,,,,,Jason is a kind person who after undergoing a thyroid surgery was found to have Stage II Lymphoma. He is going through chemo and will be receiving treatment for the next 3-4 months.
0.626693643,kq5hn8dgapao31d13sp8,,,,,,,,,Jason was diagnosed with lymphoma. He knows that soon he will not be able to keep up with the cost of treatment and living.
0.822642627,uvvypahull9j4424kc7n,,,,,,,,,He has lymphoma. He needs some help from his medical expenses and he a young guy
0.712206791,7fthe8d68cw2rfsrrbwn,,,,,,,,,"He has been diagnosed with lymphoma, which is like a cancer.  He will need chemo which can cause him to become very ill."
0.031208379,aszk6l65xkey2j2p47f9,,,,,,,,,Jason's best friend put a campaign up to help him with all of the expenses that may pop up since he has lymphoma. He has a long road ahead of him with a lot of chemo treatments and possibly radiation. 
0.16669455,2rjpdmdl82afehdhdtzy,,,,,,,,,Jennifer has Lymphoma. She is sick.
0.919706898,csx2yr5wbw8e6p0swtq0,,,,,,,,,he needs money after a long battle with a disease.
0.752490215,fgwn8k8lro5theb9tpy0,,,,,,,,,"Jennifer has a long and tough road ahead of her after being diagnosed with stage II lymphoma. She's going to need to have chemo, which is hard physically and mentally. "
0.083437905,2rd89evcnkbem61w6gre,,,,,,,,,"Jason is suffering from cancer and will be in treatment for many months to come. To help with expenses, Jason's friend is raising money for him on kickstarter."
0.814005827,6zwsgbem3vs10rprgwed,,,,,,,,,"He has had cancer, is battling with it now (cancer goes into remission not a ""cure""...there are still possibly cancerous cells waiting to mutate and grow.) This is even more true in a cancer which attacks the body's own defenses, like lymphoma or leukemia. He needs all the help he can get."
0.730485232,x0m554bwktqgvmelef6w,,,,,,,,,Jason was diagnosed with lymphoma and now has huge medical bills. Due to his cancer he has to undergo chemotherapy every 21 days.
0.695607025,eyhv3237f2hdnf82ghzb,,,,,,,,,Jennifer's situation is worsening. She is suffering from cancer.
0.16801893,s31q962mvqvnk8ooks52,,,,,,,,,The patient is currently battling lymphoma and is in need of donations.  The author has organized a campaign to raise money to offset costs.
0.380161893,u7w0qrj9qpg056zgzvna,,,,,,,,,Jennifer is a person with a big heart who found out she has cancer.  She will undergo a lot of treatments which will cost a lot of money.
0.222773896,xsylr47r1gupszwhau7o,,,,,,,,,jason is fighting to beat his disease. he needs more time to try to beat it  
0.819958692,y30h2uwmdx5e9ktytgct,,,,,,,,,Jason is undergoing treatment from stage 2 Lymphoma. His best friend is taking donations to help with the treatment.
0.901769946,e1r3ax8b8g9d4wvbtxrr,,,,,,,,,"This girl needs serious financial support.  She is super sick, and cant do this alone."
0.771554785,70xotg1akzyhsykb53uh,,,,,,,,,"Before she began to explain the situation, Jennifer apologized to Bill and Rima ... was, it would not change their friendship or the love they had for one another."
0.580886024,0hqq1omlnxyhl4xltyro,,,,,,,,,"Jennifer's situation is a very unfortunate one that she could have never foreseen or prevented. She is in dire need of assistance financial and emotionally. Hopefully, she will pull through this unfortunate event in her life and pay it forward. "
0.184982304,0c0814qzbxjs3tr5r4w4,,,,,,,,,She has lymphoma and has several treatments ahead of her
0.9336685,57081s9gc01m2y03pv5j,,,,,,,,,"There is a gal who needs regular chemotherapy from a thyroid issue.  Her treatments are going to cost a lot of money, and her friend would like to get money to help pay her medical costs."
0.810271536,j7dlxbkl9bh0ds8qddzr,,,,,,,,,Jennifer has been diagnosed with stage two cancer that will require both chemo and radiation treatments. 
0.421405856,9psjghrbz0kccarpxo97,,,,,,,,,Jennifer has recently been diagnosed with Stage II lymphoma. She has had surgery and also has recently begun chemotherapy. Her friend is attempting to raise money for her.
0.297007656,h1snsxs489nyj816ubdj,,,,,,,,,
0.229234042,ufs7kpo5p02y6yf5mt7z,,,,,,,,,Her situation is very unlucky. She is going through a lot right now and needs any help she can get.
0.787900397,mmpv5ejuxwmmlceucw6d,,,,,,,,,I would describe him as someone who has cancer and is trying to raise money for his medical expenses.
0.075256915,n2dwh2xmq1n1plztkv21,,,,,,,,,"He is suffering from lymphoma. He has lots of medical costs coming up, so his friend is asking for donations to help pay for the costs."
0.744230502,gwyeny4je8drkehmspaw,,,,,,,,,Jason's situation is a dire one. He urgently needs medical help to reduce the effects of lymphoma. Any donation will greatly help him.
0.768720687,90ogvetyemo541g95ayo,,,,,,,,,She is suffering from health problems. She will have a lot of medical bills coming up.
0.209479979,aho6kuqpsjoc8ufysl18,,,,,,,,,Jason has Lymphoma and the treatment process will be very rough on him. His friend is raising money to help support him.
0.751358519,jknp8nosw4rz6ayjf2t2,,,,,,,,,"she has a disease and needs chemo, her friend is raising money to help with her treatments"
0.189053952,06boe6rv3xkm3b4rwjth,,,,,,,,,Jennifer is someone who is recovering from cancer and needs help with daily things we do.  Ongoing recovery require treatment and that incurs cost and expenses.
0.052483168,1g206ddcm7tvjdyngaon,,,,,,,,,THE YOUND MAN NEEDS HELP TO BE SAVED. EVERY LITTLE BIT COUNTS
0.529730216,nuuf2qy8w9r57ps673xa,,,,,,,,,#NAME?
0.119614363,zotuse42ud03hcox96bm,,,,,,,,,Jennifer has cancer. She is going to raise money for her treatment.
0.842661989,x9r7zdg935cvk4l82xo0,,,,,,,,,"Compassionate, concerned and loyal. Her friend cares about her and is doing what she can to help out."
0.332401877,odqasxj3no1kn6khlxbu,,,,,,,,,He has lymphoma.He has a difficult recovery situation ahead of him
0.668040796,d9op85eygtnshzsmfp52,,,,,,,,,Jennifer was diagnosed with cancer and will need to go through months of chemo. Her best friend is trying to raise money online to fund Jennifer's expenses.
0.648850665,w3d6dn3a8ove02odrvz4,,,,,,,,,He is not in a good situation. He really needs some help.
0.06746879,koseut16flbj65b54wwl,,,,,,,,,He is in a rough place. We all know how hard it can be to deal with medical bills and the situation you are in. This seems like a legitimate way to help him out.
0.850514232,ycm2op19yqtot0jxdvbz,,,,,,,,,"any one who has met my best friend jason knows that he has a heart of gold.but after undergoing a complicated  thyroid surgery,jason was diagnosed with  stage ii lymphoma.he knows that everyday in the near future is going to be difficult with this disease.the doctors say he'll need many treatments of chemotherapy and possibly local radiation as well this is a roung situation that jason now finds himself in buthes ready to overcome these circumstances through the coming months of treatments hospital visits and medications."
0.729280529,fvm6wlztlevdks3bn7el,,,,,,,,,Jason is going through a difficult time because of his lymphoma procedures and treatments. It's going to be a long hard road to recovery with lots of expenses so any help is much appreciated. 
0.511452809,qo4bvavlf74v9wvq552n,,,,,,,,,I AM SOFT TALKED THE SITUATION
0.06767655,70zbhaqsftdfdphhorj6,,,,,,,,,Jason has been in a critical state of health since he underwent thyroid surgery and the doctor says he has to go through chemotherapy every 21 days which he needs money for
0.453314195,prmytg8sc2w67gclk9t0,,,,,,,,,"he is not in a very good situation. He needs money so he can get the right medical help
"
0.418731084,4hpbm64fh78q61epyco5,,,,,,,,,"The Political Economy of Gender Jennifer Abbassi, Sheryl L. Lutjens. on the street by a stranger."
0.205530883,zw6a0qzsj0n7r18n36fh,,,,,,,,,I would describe it as very unfortunate. A young man with passions and a bright future in front of him shouldn't be going through what he is currently going through. But he is a fighter and with our help he will receive all the treatment necessary. 
0.87270313,ozobwarycm1w985hejso,,,,,,,,,Jason has lymphoma and is receiving chemotherapy. He needs money to help with his expenses as he receives his treatment. 
0.145672992,qadallh7r09aspw7poyj,,,,,,,,,After a surgery Jason was diagnosed with Lymphoma. He needs chemotherapy for the next 3-4 months.
0.188765103,qnedo57mblex0xd2s30v,,,,,,,,,"Friends are those who understands any obstacle under any circumstances. I think you too understand what i'm going to speak. If a pain comes to us only we will feel it, likewise we have to feel the pain of them from ourselves. If you understand you will"
0.204803262,uvm3cw2z3spp8qrv8cm0,,,,,,,,,terrible
0.705285239,duvvn6eupq8k1hk6kq4o,,,,,,,,,That is very bad situation to jennifer's friend
0.864607169,q74gkc4oprf3lzu0zovn,,,,,,,,,Jason has been diagnosed with a serious condition that needs radiation treatments. He will be in the hospital a lot and has a tough road ahead. 
0.759565293,sugcp1c7dblgv46j9292,,,,,,,,,Pretty horrible situation with Jenny. It seems the medical costs are astronomical she has to crowdfund to save herself.
0.487420658,y3ra4h5e9jl4850ceapl,,,,,,,,,"Jason has lymphoma, a type of cancer. The process of treating the cancer will be difficult and expensive (many appointments, side effects like nausea, etc.)"
0.605547685,10nydffpnwh3xosjwb62,,,,,,,,, Bragging to friends led to his arrest. There are no words adequate to describe what this kind of traumatic loss does to a victims family. So few 
0.727621576,b3w7dapo0c9p4cznrmto,,,,,,,,,all so nice
0.123774462,5yx4c04mkyoa1lgxy1zo,,,,,,,,,This guy went in for thyroid surgery and then was diagnosed with cancer. He needs help paying for expenses related to chemotherapy and just living. Help him out with a little donation.
0.395756423,40okuf8r2sr07woxg1tn,,,,,,,,,I heard about this wonderful person who needs our help.I am sure that our little help can make a difference please help her
0.89906581,2h07ysm034r52ydwxn95,,,,,,,,,Jason is a young man with lymphoma. He is having a hard time with his medications right now. 
0.309944842,eyxmg8kvjwdjl01f1ec0,,,,,,,,,Jennifer has cancer and is about to start chemo. These treatments will happen ever 21 days for 3-4 months. 
0.471039011,66wtcoqeukyjjpkx6ecq,,,,,,,,,"Jason's is a good man and then my best friend, i describe the situation i support the my best friend."
0.58027042,we73jbroo1hw58shb35b,,,,,,,,,"Jason has been diagnosed with cancer, and he will require many sessions of chemotherapy.  Although he was feeling sick and tired after the first few treatments, he has been feeling better and his energy level has improved.  "
0.359859678,hh7lk6bnnzy8pdpu11k4,,,,,,,,,Jason was recently diagnosed with stage 2 lymphoma and will be needing a lot of treatment. His friend is trying to raise money to help with his expenses. 
0.348036687,02exm3m1s1m6qula1vdu,,,,,,,,,Jason needs help to raise funds for his treatment and chemotheraphy.Please help him with as much or little as you can
0.766461911,aa8apkk6g74sk4c1y01z,,,,,,,,,"She is a very nice person going through Stage 2 Lympohoma.  She has had a lot of treatment, just had a surgery, and has a long road to keep going."
0.284113349,xqa51zrhto6mxmx4vvpr,,,,,,,,,Jennifer has cancer and is going through treatment. The chemo treatments are every 21 days and Jennifer is needed money to pay for expenses during this difficult time. 
0.817207106,qdud9kf1zqjrth2tqflw,,,,,,,,,"Jason has cancer and is going through treatments.  He's in financial need, which is the purpose of the donation request."
0.416339008,uzwup0cgwlz6k4rgstrz,,,,,,,,,"Jason is a good person that has been dealt a bad hand of luck.  He has undergone surgery to help with his lymphoma, but the cost is too high and needs our support."
0.686271113,a39jr6kfzjv7u7ev1vgg,,,,,,,,, i am very sad my friend situation this situation is very critical
0.442383365,trm1qndfa7mx6t1leber,,,,,,,,,Jennifer is undergoing chemotherapy for her lymphoma cancer. Her energy levels have made a recovery however she is asking for financial help as the road ahead is sure to be difficult. 
0.826785987,jtoef9l5dudg0w07tuqb,,,,,,,,,Jennifer is battling lymphoma following a thyroid procedure. She has a fighting spirit.
0.449141937,e33dfac66nblyeuhkhg7,,,,,,,,,Jason is sick and fighting for his life; his friends care deeply about him.
0.685288062,smpydmo4baowbt12fvg0,,,,,,,,,Jason has cancer and needs a lot of chemo. He is in a tough financial situation and his family is asking for help.
0.06937784,966hhlf1tz7nmk3mska2,,,,,,,,,Jason found out he has lymphoma and is currently undergoing chemotherapy with possible radiation in the future. 
0.882013301,ggcdmv7ub2alqra1dskl,,,,,,,,,She has stage II lyphoma and recently went onto chemotherapy after surgery to remove portions of the cancer.  She needs the money to help with all the upcoming payments that she is going to have.
0.84062108,ehllzugtm80px3mrfs1b,,,,,,,,,"Jennifer has Lymphoma and has had months of chemo. She has a tough journey ahead of her, but she is not giving up the fight."
0.095259637,gjsyq0mo4qlfwfmkfnzy,,,,,,,,,His friends seem very reliable and loyal. He seemed like he is also a very caring person. 
0.980023243,l3wwhck5lan8czj3zstm,,,,,,,,,The condition is not good and she definitely needs help. But it is not my duty to help her out. I can only give what I can. 
0.53668269,pzjd12lvy0jvvjnzem3f,,,,,,,,,Jennifer is in a critical situation and needs all the help she can get to pull through no matter how little
0.951576231,shdwra0qm7teodc47h24,,,,,,,,,He has cancer and is undergoing chemo.  He has an extremely tough path ahead of him.
0.156478067,1s2z9nobqarmbht41qws,,,,,,,,,It's obvious she was a good close friend that actually cared unlike some people that might try do that only to try do some type of scam deal. There was good support and effort from Jennifer.
0.577881756,ckywdsye98cvah9smsq9,,,,,,,,,This girl has cancer and a long road to recovery.  She needs financial help because medical bills are piling up.
0.958693239,a6to6ppmqk50ul729o84,,,,,,,,,"Jennifer is beginning treatment for Lymphoma and is looking for donations to help cover her expenses. I'm pitching $15 myself, for the moment."
0.733275074,bo79fx99pwdr66nrctb0,,,,,,,,,Pretty dire and hopefully he recovers
0.187766151,jxj65hw7qfqncdskxvnj,,,,,,,,,"itis very hard situation to facing this
 i worried for that"
0.38483602,eou1vqy6w9u308l2yyeq,,,,,,,,,He has been fighting Lymphoma and has unforeseen expenses from chemo and radiation.  He has a long road ahead but is looking toward recovery.
0.426996064,cy9chvd00zr7845o582c,,,,,,,,,Jason is battling a dreadful disease - lymphona. He has a long road to go to fight it and to his eventual recovery.
0.430842394,vfwejnyw5cu87gdnu28k,,,,,,,,,Welcome to Jason's Friends Foundation. Our mission is to assist Wyoming families whose children suffer from childhood cancers or brain or spinal cord tumors ...
