ppt,donation,cond_sex,cond_metaphor,rt_consent,rt_check1,rt_check2,rt_instructions,rt_trial,rt_description,rt_pastdonations,rt_sympathy,rt_urgent,rt_self_cancer,rt_ff_cancer,rt_demographic,rt_age,rt_purpose,rt_feedback,rt_debrief,total_time,check1,check2,description,past_donations,urgent,sympathy,self_cancer,ff_cancer,gender,education,socioeconomic,english,age,purpose,feedback
9e8pwtpwtq6fm8vtd4r7,0,male,battle,10017,2107,2479,20975,39885,47613,4665,2393,8637,4561,2928,11132,2523,16187,6019,9037,191385,1,2,"Following a recent thyroid surgery, Jason was diagnosed with Lymphoma. He is currently giving cancer a hell of a fight, but needs some financial help in order to be able to continue doing so.",20,6,6,N,Y,F,B,<10k,Y,22,Whether people would choose to donate to a person fighting cancer.,N/A
9gbl74tftvl4jbrg24x0,30,female,journey,4699,2596,3116,15334,17156,91196,4909,1764,3380,2051,2075,6822,2500,8318,2998,3738,173036,1,2,Jennifer is a very kind person who was recently diagnosed with a form of cancer. She's going to go through many rounds of chemotherapy to try and beat this cancer. Money is being raised to help Jennifer through this difficult journey in her life. ,6,4,5,N,Y,M,B,75-100k,Y,34,My charity awareness to donate. ,No comments
9gpc5zcy3vz0fjljx26v,20,male,journey,8596,3505,5397,46618,56693,53249,11644,5833,8596,7099,6200,22001,7633,10250,6588,17558,278145,1,2,Jason has a stage 2 lymphoma disease and he is a good person.,5,6,6,N,Y,F,M,50-75k,Y,36,opinion,no
9h8vov83bh6vlj9bn6wz,10,female,journey,7368,2659,4584,34861,59853,58304,8534,3150,4071,4302,2485,11258,3971,38665,4207,14831,263906,1,2,Jennifer is undergoing lymphoma treatment.  She is currently having a round of chemotherapy every 21 days and they expect it to last for 3 or 4 months.  She is a fighter.,5,5,5,N,Y,F,M,75-100k,Y,50,Willingness of donating if you were given free money.,no
9nq70f0pxe27tyld0fqp,25,male,battle,16118,3402,2976,59686,66234,97216,11555,6056,30135,3834,6258,31698,4842,25325,1863,9575,378355,1,2,Has lymphoma and needs chemotherapy.  He will need treatment for 3-4 months.  Chemotherapy leaves him fatigue and weak. ,16,4,4,N,Y,F,A,25-50k,Y,52,How much you would donate and how much you are paying attention.,
9o1psouhvrnkwkayxmrj,25,male,battle,53488,2687,3914,27228,16954,42726,5623,2469,6112,2489,2930,13482,4451,31287,2807,4388,223384,1,2,I would describe that he has a certain disease and is in need of help to ensure his survival. ,12,5,5,N,N,F,HS,<10k,Y,19,Ones compassion for a cancer patient and their generosity.  ,
9s3ryckqyqmcnhf2yyc1,10,male,battle,86325,4610,2795,29753,84738,60671,8594,3824,4679,4281,2319,16074,3931,21625,5406,12757,352928,1,2,Jason is sick and in need financially to help pay for upcoming chemo treatments. He has a rough few months coming up and could really use the help to pay for the medical bills coming.,1,5,6,N,N,F,HS,25-50k,Y,42,to see if we will help out the person who is sick,no
9sts1efkht7qpob8koj7,10,female,battle,6866,2717,3320,363914,4254909,129410,6655,4982,4064,2059,3002,8227,3186,15515,3027,9607,4821927,1,2,Jennifer has a Stage II Lymphoma and she would be needing chemotherapy treatments every 21 days for the next 3 to 4 months. ,1,5,6,N,N,F,B,50-75k,N,35,Donating to charity for people with cancer,none
9uqljyx3p94dqlsu746w,31,male,journey,22051,1365,1422,4178,4404,12061,2739,2506,4114,2860,1910,5156,6875,3151,2438,3025,82481,1,2,that was preety good,4,5,4,N,N,M,B,75-100k,Y,32,no,good
9ve7ty31smn8k3z2o3qb,30,female,literal,5546,2716,4137,8019,8323,12423,3120,3106,7183,15340,10014,10605,4494,11260,3882,4215,114923,1,2,Normal situation,5,4,4,N,N,M,B,25-50k,Y,25,Nothing,
9wttg9xyt4tatct13jmh,45,female,battle,649216,3512,2977,74999,56053,69849,4235,2224,5883,1923,2341,13541,3855,11747,3125,13423,919391,1,2,"Jennifer has been recently diagnosed with Stage II Lymphoma. Treatment will require chemotherapy, medications, and many doctor visits. She is a kind person who is ready to fight this cancer and needs financial help. ",5,5,5,N,Y,F,B,25-50k,Y,28,I am not sure,No
9yjqxqy75dnvd2vt9yjc,9,female,battle,25116,1772,3690,24303,37708,32864,5862,4638,10464,3164,2926,8154,9182,25013,1516,13530,210453,1,2,"She is battling Lymphoma cancer, and there is a long road to recovery with chemotherapy and possibly radiiation treatments.",12,4,5,N,Y,M,A,50-75k,N,37,"Peoples emotional reaction to a health issue, and how generous they would be.",
9z9w23c3nhuxj9qnhxu5,50,male,journey,4204,1947,3429,35487,30286,48367,4733,4071,7247,2549,3118,8921,3773,77166,2070,40585,278687,1,2,He has lymphoma and is undergoing cancer treatment/chemotherapy. The fund is to help cover the medical expenses.,2,5,6,Y,Y,M,B,50-75k,Y,40,"likelihood of giving, if people have personal experiences with an issue (like cancer in this survey) or not",
9zmwl6v2zq09o1jbxty5,10,female,battle,18613,4822,5560,55096,60325,42262,8473,4861,6548,7692,5961,14813,5804,2735,3303,8165,255555,1,2,a tragic story about the sick young people who is fighting for life.,6,4,3,N,Y,M,B,100-150k,Y,44,,
a4677uy38lexrxgj2eo3,0,female,literal,7547,3268,4638,29354,46524,46037,6779,5074,4383,4712,2583,14928,4385,20722,10168,10797,222595,1,2,She has a form of lymphoma and needs money for treatment. ,0,6,6,N,Y,M,B,<10k,N,41,I have no idea. I'm terrible at figuring out the motives of others. ,Interesting survey. Thank you. 
a4ygcberpwj9jgass3xq,25,female,journey,8989,1814,3238,19579,45906,110477,7257,6452,5691,7357,2760,13270,3062,19212,10627,4254,270551,1,2,"Jennifer was diagnosed with Stage II Lymphoma and will have to deal with months of chemotherapy and other related costs. She has a long, tough road ahead of her, but she is in good spirits and we hope to help her cross the finish line with a strong recovery.",0,6,6,N,Y,M,B,<10k,Y,32,Our willingness to give compared to our feelings of empathy,"No, but thank you for the survey!"
a58khfrpp7w12764dfkw,45,male,literal,60690,4164,5810,55567,110594,27883,11732,7299,6074,5338,3400,18214,5497,2629,1309,16892,345282,1,2,A very serious situation that needs urgent attention.,11,6,6,N,Y,M,B,25-50k,Y,58,,
a6zl9mxxad5y1zz2p5n5,5,female,literal,21145,3846,8600,40367,51140,12194,13770,3796,7272,4215,5637,16124,5366,3733,3311,3568,204476,1,2,Hopeful.,1,4,4,N,Y,M,B,10-25k,Y,79,,
a8dfpmq4njbfs86czt4e,25,male,journey,8080,1734,2617,23516,16717,16694,7900,4770,2345,2862,2084,7232,3180,2324,2144,7794,112631,1,2,Jason has lymphoma which is a form of cancer.,2,5,5,N,N,F,M,100-150k,Y,40,,
a8pkf4y432sdl821vcmo,40,female,battle,4740,2339,4957,37024,54861,56838,9830,5689,10649,3108,4744,16224,3881,24646,2894,5970,249035,1,2,"She's got a huge medical battle ahead of her.  The cancer will be a long struggle with lots of procedures/appointments and just generally feeling crappy.  She needs emotional, as well as financial, support during this time.",50,5,5,N,Y,M,B,100-150k,Y,48,People's reactions to charity situations probably presented in many different forms.,
aan5gy0k5ug90nv78jvy,0,male,battle,22201,1321,1053,40575,109301,3292,2050,1094,1886,1976,2361,5637,3357,1259,727,1986,200967,1,2,jason has lymphoma,0,3,3,N,N,F,B,50-75k,Y,42,,
ac1aydzcuw3nwa5uzk5f,50,male,journey,52116,10957,8050,94026,67270,3273,13448,3857,6031,4610,5071,15559,6322,38296,15932,37453,385326,1,2,,0,5,5,N,N,F,B,50-75k,N,31,to know people's interest in giving to charity,no
aczud3xwb4vwv6f36cqx,0,female,journey,14764,3324,5603,26134,43691,31972,7133,6067,6522,5379,5354,12051,4587,2454,2468,8597,186420,1,2,Jennifer has thyroid cancer.,0,4,5,N,Y,M,B,50-75k,Y,40,,
afbko7q09x84sko0yyko,31,female,journey,33939,9173,10798,28229,25042,18595,8733,18140,6458,5337,3585,12754,16825,30965,2698,9663,242496,1,2,yes become friend,6,5,5,Y,Y,M,B,25-50k,Y,35,,
afyt38wer6md7d191uyk,20,male,battle,60851,2625,9370,45486,57746,113071,7373,5837,5762,3184,3867,20633,6582,39745,5046,7554,396078,1,2,A man name Jason has cancer and needs help with his treatment,2,4,6,N,N,M,HS,10-25k,Y,66,people view about donating,no
ag9gczeyo3j5er8yuepv,40,male,journey,4693,2665,8331,5736,22305,96763,4375,2875,6603,4050,2985,6829,2769,42959,4429,8281,228677,1,2,the Jason situation at the very struggle at the very point of the describe the note pf the points at the would you describe the the situations at the work.,7,5,4,Y,Y,M,B,75-100k,Y,27,the experiment above the taking situation of the passage.,nothing
agn8vc0qxqmhpe6bt32b,50,male,battle,19256,5110,5132,48193,68202,35120,8642,6230,13973,7447,5840,53691,5752,39576,15885,60840,399420,1,2,He has a very serious form of cancer and will need help to be bale to fight it and live.,0,5,6,N,Y,M,HS,25-50k,Y,53,Testing to see how much people might think of their own wallet vs the need of another person.,none; it was simple to understand and complete.
ahkyqurubf0bc3y6e5kx,45,female,battle,45072,2555,4812,41158,31855,32644,8068,6579,9956,4417,4105,12720,4268,32392,5616,19784,266757,1,2,Jennifer's friend sounds like a compassionate individual who is helpful and kind.,4,5,6,N,Y,M,B,100-150k,Y,56,How past experience with cancer influences the amount individuals are willing to give.,no
aj1y79scno8cgqsp3f1v,40,female,journey,101947,4483,8036,10998,14756,60317,9235,13513,38432,22473,4232,21109,7309,29445,19308,56081,423830,0,3,My friends is very very honestly and again in my friends most empower religions with other peoples ,35,6,6,N,N,M,M,10-25k,Y,35,I want di you think in eperiments,"no feedback


"
ak9bw3c5b2u05emhl1hj,0,male,literal,2737,1305,2109,5020,8684,7559,3092,1675,1877,2052,1235,4493,1865,1085,1025,3131,49486,1,2,He has leukemia. ,4,4,5,N,Y,F,B,OO,Y,24,,
akv5bpul3zzfywppggfn,0,female,journey,4324,3483,6030,32167,31141,33406,5151,2022,3086,2758,1797,5904,3950,11487,6719,8631,162346,1,2,She has Stage II Lymphoma. Money is being raised to pay for her expenses.,2,6,6,N,N,M,HS,25-50k,Y,29,How people make donating decisions.,Great experiment!
alvwaw2neknf444v8bml,33,male,journey,4470,54367,1158,5224,414545,13923,2198,1818,2897,2024,1831,6909,2727,1254,294,2337,518499,1,2,i would like to say the problem of jason and ask to donate,5,4,4,N,N,M,P,75-100k,Y,28,,
amo2op90jg919htx3sn2,50,female,literal,28431,2054,3259,40391,53205,104890,9465,11267,9048,2773,2575,9857,4103,14607,6849,6658,309739,1,2,This young woman faces a struggle with a complicated thyroid surgery with immediate chemo follow-up post surgery. This is a complex process and the young woman needs financial support through this. People are volunteering to fund through a online fundraising link.,4,5,6,Y,Y,F,B,25-50k,Y,65,Generosity and empathy.,"NA"
aods5ol5t78v8evzph8c,15,male,battle,9345,1707,2722,41174,131412,77443,9064,1746,5452,1799,3072,10293,4445,37708,1218,59815,398916,1,2,"I would describe Jason's situation to a friend with a high degree of sympathy, making sure to talk about Jason's character and personality traits to make the message clear that this is a precious human life that needs all the amount of support he can get, no matter how small it is.",15.473,5,5,N,Y,M,HS,OO,Y,19,"I believe that you were conducting a social experiment, examining the degree of sympathy that individuals have for other human beings.",
au2b7d8hbl2e2ndqvw7y,15,female,literal,26408,2246,3794,39280,71121,50706,7671,3621,4290,19844,2870,10544,4626,39280,2307,15902,304941,1,2,Jennifer is in difficult shape.  She is undergoing chemo for cancer.  She has had a rough time and will continue to as she goes through treatment.  ,5,4,4,N,Y,F,M,50-75k,Y,59,Sympathy and how it connects to monetary value,
avk5cb9vog84qn3f0jrr,0,female,battle,9705,4447,3437,20296,53269,12167,7634,5452,8910,4134,2463,9490,3699,2453,1519,18110,167864,1,2,Jennifer's battling cancer.,10,6,6,N,Y,F,HS,<10k,Y,42,,
avlzndp68ztpvxft3dby,25,female,journey,18163,2707,2897,35708,58009,87820,11136,4270,4979,4466,3459,14112,5107,41237,3729,7803,306285,1,2,Another great person fallen victim to the nasty disease of cancer and all that it bears. Even going through chemo and treatments she is still a positive person dealing with this mess. Definitely deserves any help she can get. ,12,4,1,N,N,F,A,25-50k,Y,27,How generous people were base don previeous experience with either dealing with cancer through a friend or family member or oersonally. ,
aw1np7l38j6t02mrsemq,20,male,literal,36294,2237,3050,80811,66662,23908,4483,2536,2917,4361,2961,13148,2673,6643,2843,7748,263764,1,2,Jason has cancer and will need a great deal of money to help out with his treatments. ,0,6,6,N,Y,F,A,50-75k,Y,37,sympathy,
aw91hkdh7dn12sal9gpu,15,female,literal,19272,6484,12965,40296,33276,21220,7966,5850,8964,4572,4035,10387,6531,4206,2543,11644,202248,1,2,"very critical situation 
i feel very sad",5,5,4,N,N,M,B,25-50k,Y,40,,
ax9xmz3pbt0c6ps57s5m,20,male,battle,12446,3152,5608,43027,71921,115883,12082,9697,4644,2708,4588,14756,4865,20679,2405,19447,348449,1,2,Jason is battling lymphoma and is receiving chemotherapy.  He needs financial support and donations during this difficult time.,0,6,5,N,N,M,B,10-25k,Y,41,Charitableness. ,
azjced352zcke6fs968v,40,female,literal,5506,1627,2259,27044,16694,33223,4374,2646,3194,4531,2428,8765,3290,1631,791,1993,120127,1,2,She has a lot of medical complications and a long road to recovery ahead of her. Mounting medical bills are a big problem. ,0,6,6,N,Y,M,B,50-75k,Y,37,,
b0wkxxpuv1ekezeudm7j,25,male,literal,7215,1926,2980,27270,99770,83302,4044,2681,3332,3988,1857,11499,2797,12505,3183,15535,284342,1,2,"Jason has stage II lymphoma, and will need chemotherapy for quite some time to come.  Chemo is very expensive and he will need help paying both medical bills and everyday expenses for a while.",3,5,4,N,Y,F,B,OO,Y,41,I don't know -- empathy?,no
b1omwtyf85k0sh1yb7ou,32,female,literal,10225,3927,7153,14250,110706,224735,12591,6245,8212,5872,36114,33210,6510,4919,1699,31895,520499,1,2,I am raising money to help pay for the many expenses that will come along during the tough battles ahead.She's so strong and wants more than anything to get througt this fight.,4,4,5,N,OO,F,B,25-50k,Y,42,,
b21yntal8td93otumabh,50,male,literal,4311,2015,2842,14554,11644,41108,4931,2467,4696,3019,1711,8028,2577,9701,3661,4878,122498,1,2,Jason has cancer and is in need of financial assistance to pay his medical bills.,3,6,6,N,Y,F,HS,<10k,Y,22,Sympathy of strangers,
b59mlngjmc5esfcnjdvf,25,female,battle,8151,1550,2692,24559,42568,52106,3934,1788,3301,5888,2088,10369,3091,3987,1917,3420,171859,1,2,"She is a great person with a heart of gold, she had a surgery for her thyroid, but after complications she now has lymphoma, and has to do chemotherapy and has had a few rough days from it. she really needs the money to cover expenses.",2,4,4,N,N,M,A,10-25k,Y,21,,
b5oh7of05k7ml55nqhal,0,female,literal,5232,1679,2614,24232,65653,28846,5183,2313,4028,2709,1626,10013,2282,1567,1239,4373,163931,1,2,She had a complicated surgery and developed lymphoma. She's going to have to go through chemotherapy for a few months and that'll be expensive. ,2,2,4,N,N,F,A,25-50k,Y,34,,
b66fq6lmbh0k3pthlylk,50,female,literal,45399,3438,4796,59560,33492,67350,4838,6084,5947,5144,4935,12775,4836,4332,2376,26789,292837,1,2,jenifer took a good secision. ,3,5,5,N,Y,M,M,25-50k,Y,30,,
b6pmolmbqyn8h6mb8vk4,30,female,journey,6809,3975,2230,21298,79869,15866,10730,3237,6847,8732,2735,12834,3374,8063,2808,13303,203268,1,2,SHe's a nice person suffering from a deadly disease.,4,6,6,N,Y,F,M,25-50k,Y,41,altruism,
b84m4dbm4on4stndp2b4,30,male,literal,27218,3620,5794,64659,105382,162040,27237,5160,4284,3076,5396,18438,4563,104398,4690,24102,570666,1,2,Jason's situation is serious.  Treating this condition is a trying and exhausting experience.  His health is in jeopardy.  Jason's determination and his faith will be instrumental in overcoming this ordeal.  He needs everyone's support to reach his goal of regaining his health and leading a normal life.,0,5,5,N,N,M,A,25-50k,Y,63,Perception and situational awareness leading to charitable giving.,n/a
b9nqp6yf4l5ek8rr46zn,1,male,literal,38796,7053,4219,25321,61500,50696,5539,2503,3476,3427,2868,8035,2262,12571,2820,14494,246060,1,2,He is currently fighting lymphoma and needs help to raise money for treatment.,0,5,4,N,Y,M,A,25-50k,Y,28,To see what demographics would be pushed to donate.,
ba34m6lswsqz36k89ad5,10,female,journey,14800,2734,4335,22575,31133,131361,5276,6967,6860,3786,2541,11129,5049,4323,2045,4364,260503,1,2,She had to have thyroid surgery because she was diagnosed with Stage II Lymphoma. She has a long road ahead of her with this disease and she knows it's going to be a daily struggle but she's ready to fight. ,2,6,6,N,N,F,A,25-50k,Y,28,,
bdm7cxmh17px47sebrbu,10,male,journey,9183,2134,3322,24591,66190,67314,8319,3870,7242,4750,2073,14138,5994,6751,21862,7276,255455,1,2,He has lymphoma cancer and appears to have a long and difficult road ahead of him since it will take a good bit of money and time to treat him.  Given all that he has to endure hopefully he will make it and his best friend is asking for donations to help.,2,4,5,N,Y,M,B,25-50k,Y,51,Unsure,I would donate more but I have things I need help with though not medically.
bduyzx9pt6p55o8ackd6,10,female,literal,30774,1681,3026,27650,37287,51019,7964,5651,16757,2993,3525,10106,3578,55650,4643,20779,283388,1,2,Jennifer has cancer and will need treatment over the coming days and weeks. It is unclear whether she has health insurance.,26,4,4,N,Y,OO,OO,OO,Y,30,"How generous people are when they do not know someone well, but have the opportunity to donate at their direct expense.",No.
bdvxxf7r9ang0vek1kwy,45,female,literal,15104,3225,3615,39764,169811,450016,11788,10707,8504,6669,3157,18065,5858,191436,15278,39971,994174,1,2,"Unfortunately, my friend Jennifer has been recently diagnosed with stage 2 lymphoma after undergoing complicated thyroid surgery. Sadly she has to undergo chemotherapy every 21 days for the next 3-4 months. Jennifer is going through such a difficult time right now, and I feel terrible. She is such a great person and she is staying strong to overcome her circumstances.",3,6,5,N,Y,M,HS,<10k,Y,28,"To gauge how people respond to an unfortunate event, and how sympathetic they are when given the chance to win money that can be used to donate to the victim.",none
beca15z4aj3183fqjkq3,20,male,battle,614893,4441,3894,26304,51337,52771,7139,4555,5047,6528,2036,8615,3612,28591,3926,26469,855147,1,2,He is a young man who had surgery on his thyroid and it was discovered he had lymphoma. It's stage two and he needs to have chemo therapy going forward for quite a while in order to fight it. ,5,4,5,Y,Y,M,B,50-75k,Y,41,Just to see how much people are willing to donate and what demographic they fall into...if they have experience with cancer.,:)
bewbwhygcd7g95gk72zs,4,male,journey,8874,2008,2768,22511,38451,17097,3382,3306,4616,2293,4649,8594,3516,1503,1139,1592,126869,1,2,Jason has cancer and is going through the chemo process.,2,4,5,N,N,F,B,>150k,Y,42,,
bfj3e38y40epraah61ao,25,male,literal,40047,5906,5507,67150,90626,67052,12382,8356,6757,5780,4163,14712,6354,5814,11854,7544,360600,1,2,He has cancer and need chemotherapy treatment.  He has a heart of gold.  His best friend is raining money to help with expenses he will have.  ,1,4,5,N,N,F,B,100-150k,Y,50,,Thank you for this opportunity.  
bgvc8395m2r8j83yplaa,50,female,battle,20333,2406,3038,26038,30439,41771,4623,2468,6606,2316,4093,10136,4450,17422,38677,161080,376594,1,2,"She's battling lymphoma and in addition to the pain and suffering that she's going to endure, expenses will be piling up that she will be unable to afford.",12,6,6,N,Y,F,HS,50-75k,Y,53,To see how many people would donate if given the opportunity?,"If this is a real scenario I hope this lady is able to get the help that she needs! One way or the other, I wish  you the best with your research!"
bjj2h1gtohuup4j7bqe8,36,female,battle,11269,1098,4165,4984,5382,6614,3599,1990,2798,2054,1517,7704,2590,2847,815,13440,73263,1,2,not very nice. ,43,3,4,N,N,M,A,25-50k,Y,43,,
bjl1nur8getl887uf575,25,female,battle,18995,13757,4438,20438,51866,45917,4478,2393,3215,2456,2501,10379,2414,4606,1644,30939,221295,1,2,"Jennifer is a strong, wonderful woman who is undergoing the fight of her life. We know many people who have suffered from cancer- here is our chance to help someone beat it.",12,6,6,N,Y,M,B,25-50k,Y,41,,
bmhse6socttlmvjc2u3o,0,male,battle,5610,2772,3386,21311,18395,6696,5548,2359,3227,4483,2377,7350,3003,3039,1138,3534,94646,1,2,sad,4,5,5,N,Y,F,B,75-100k,Y,34,,
bmvt42k7fhu3pcn73kds,20,female,literal,5304,4840,5596,8389,16377,30135,2418,4092,6434,4748,6677,13835,3474,5679,1579,3994,123929,1,2,i should based on this study,4,3,5,N,N,M,B,50-75k,Y,29,,
bnhx1w9yhn9jlk59ty1t,25,male,battle,20359,4424,8758,32620,14647,106864,14815,7484,8660,7413,3119,30251,5362,8694,3835,18369,296385,1,2,Jason is in a situation where he has to be responsible to all his decisions.,2,3,2,N,Y,F,B,25-50k,Y,35,,
boeh9mw42eomlql2yd59,25,male,journey,7082,1776,2213,24966,32438,26910,6647,2306,2761,2953,4117,12390,2077,18158,4480,17857,169469,1,2,"He has cancer and is very sick, hopefully he will pull through, but it is a bad situation.",0,4,4,N,N,M,HS,100-150k,Y,20,To see how generous people are when given the chance to get free money.,
bq3tsh9bw3mfvf6mk2gm,4,male,journey,24549,1624,2604,18736,23318,16520,3523,3539,9315,4736,3192,26490,13034,27348,13127,11328,203556,1,2,Jason has lymphoma and is undergoing chemo.,4,3,3,N,Y,F,B,25-50k,Y,34,Willingness to contribute to a cause if it was similar to one you've experienced.,Thank you! :)
bqcbwuqn4onjs4cygano,0,female,journey,3483,2859,4884,25493,10470,80723,8335,6257,8216,6844,2398,8219,2474,8063,1781,2824,183780,1,2,Jennifer has a rare cancer called Lymphoma that she is fighting. It affects the immune system so it is a scary cancer that Jennifer needs help fighting.,3,5,5,N,Y,M,B,50-75k,Y,32,no idea,
bqeagg8yw0c493a558kt,10,female,literal,12305,2315,3543,12008,17399,58055,8054,2669,3005,2358,3236,8234,2533,1735,1278,10794,149943,1,2,She is undergoing surgery for a very expensive procedure that will result in large medical bills. Jennifer will not be able to pay for this and it may cause her to have insurmountable debt. Can you please donate for her cause?,2,5,6,N,Y,M,B,25-50k,Y,32,,
bslfjnsyd1bt8o607prn,25,female,literal,9419,3057,5653,19379,50892,12414,13379,7915,6073,9625,4620,19261,4506,13445,2917,13702,198982,1,2,a good person,3,5,5,N,N,M,D,100-150k,Y,32,rate of pity,
bstjzo2ago19szhpwh7f,15,male,literal,91958,1878,2048,9163,9868,78818,4918,5960,6261,10567,4278,16111,4773,3093,1414,9501,264358,3,2, jason he has a heart of gold,5,5,5,N,N,M,B,50-75k,Y,44,,
bv1toutya57cfdpeu7cn,30,male,journey,17558,2087,4226,51505,61065,44872,6284,4194,8450,5078,1524,5379,4191,32168,4658,4085,257706,1,2,Jason had a complication during a medical procedure which resulted in stage II Lymphoma. He now has to undergo chemo and is doing his best to keep moving forward.,12,3,6,N,Y,M,B,50-75k,Y,25,How much one would donate out of a lump sum vs. what a person would keep for themselves. ,None. Thanks!
bvrgr53v0g5nlqz0xb6g,10,female,battle,6002,2622,3002,34525,81727,61640,6448,17418,7939,3752,3483,18875,2384,12705,17164,2160,282458,1,2,"This girl was going through a thyroid surgery when they discovered that she had stage 2 lymphoma. She now has to go through chemotherapy and local radiation every 21 days for a couple months. She's in a rough spot and wants to keep fighting, so her friend is raising money to help out with financial costs.",4,6,5,N,Y,M,B,<10k,Y,24,Testing to see how willing people are to give to a charitable cause.,"None, thank you for this survey! Have a nice day!"
bx9x4p5nt9bo0xzl33ft,25,male,literal,9336,6391,6459,23094,13378,26267,5953,2929,3631,2347,1992,7960,4659,4264,3292,3529,125968,1,2,Jason is a good friend and he's doing what he can to support his friend.,3,4,5,N,Y,M,B,>150k,Y,45,i don't know,none
by7vvk98olbaz6azlx9r,15,female,battle,5441,2186,2310,20391,38926,15870,6351,4230,3375,2974,2406,9048,4525,6191,6176,3891,134682,1,2,She is battling cancer and needs money to get through life.,2,4,4,N,Y,F,A,50-75k,Y,39,I don't know.,No feedback.
bypuwq53uqbgbneo2nk5,45,female,literal,72034,3000,4088,39714,52672,44526,16754,4676,12193,2998,9919,18246,4028,42384,2429,47107,377107,1,2,"Jennifer has just been diagnosed with Lymphoma after going through a thyroid surgery. This will be a long, hard process for her to go through to get treatment.",7,5,5,N,Y,F,A,<10k,Y,20,How much money people are willing to sacrifice to someone based on sympathy for that person.,
c0qfhaczbxjvfc7m1bxp,20,female,battle,13556,2167,1446,9547,13265,698849,4401,3429,4420,11626,3594,9038,7382,5371,5195,5799,801668,1,2,"she is a heart of gold. it is very dangerous and undergoing thyroid surgery.she is a every day life is near the future.doctor say many treatment as possible in the month of chemo treatment, hospital visits and medications. ",4,6,6,N,N,F,B,25-50k,Y,45,,great
c1mj2etlexxwux4cdqmb,0,female,literal,7330,3607,5019,39136,81306,57719,11388,3179,5643,3954,4108,10531,4525,2878,1206,9197,251167,1,2,Jennifer has developed Stage II Lymphoma and is undergoing chemo and many medical treatments.  Her friend is raising money to help pay for the expenses she's going to incur fighting this disease.  Jennifer really wants to live and seems to have dealt pretty well with the first round of chemo.,0,0,1,N,Y,M,B,25-50k,Y,42,,
c290zpvs3wxb8vbtlkwu,25,female,literal,13996,1782,2126,12960,72876,63748,4681,2226,3265,3539,2238,9370,55267,23278,6567,20017,298443,1,2,She is under treatment for cancer.  She is very sick.  She has a difficult treatment and recovery program underway right now.  She needs money.,8,5,6,N,Y,M,M,100-150k,Y,52,Seeing how sympathetic people are to cancer victims.,Thank you.
c2jxf5ys1atjk2zrgga2,25,female,journey,14208,2166,3683,20719,24801,15697,4517,2809,4266,2763,1757,8170,2594,2158,1568,5878,118243,1,2,she is in need of donations.  she has to go through treatment for several months,10,5,5,N,Y,M,B,25-50k,Y,36,,
c32v6g0w6a5tac4oj18n,0,female,literal,3623,3495,4435,20642,7836,23747,6992,3587,4857,3110,4585,9866,5358,12581,2909,1897,119944,1,2,she seems to be in need of soem help like everyone else,1,3,3,N,N,M,B,10-25k,Y,33,how much we are willing to give,
c3xpobho0sp6z8r84kl2,50,female,journey,4014,2610,3150,22594,14787,11332,5351,2800,2769,2544,1576,11639,3331,11925,1210,5565,107729,1,2,She has lymphoma and is about to undergo many treatments.,2,5,6,N,N,M,M,50-75k,Y,25,How much people are willing to give to a cause,
c55pm9eaw00q3tqeaa9o,5,female,literal,6013,1773,2251,20450,51056,31160,7401,2578,4044,1793,2665,8806,3657,1723,1367,4114,151342,1,2,She has lymphoma after going through a thyroid surgery and is having to get chemo every few weeks for a few months,2,3,4,N,Y,F,B,<10k,Y,28,,
c5k6yteva9vt84acbbxx,0,female,literal,6472487,3843,4014,12903,19956,75096,3667,5072,3047,6231,2246,11873,5873,2482,1012,2905,6633255,1,2,Jennifer had a thyroid surgery and then was diagnosed with cancer. She is going to need money to pay for various expenses due to this situation.,0,5,4,N,Y,F,HS,100-150k,Y,27,,
c7bc0czvy306kd7g5zar,0,male,journey,4263,2329,3086,21412,42097,113843,6793,3450,2354,2412,2463,8024,2871,2090,1502,9065,228589,1,2,Jason's situation is sad and hard and I wish him fast and quick healing as he deals with this difficult time in his life. He at first only thought he had a thyroid problem to then find out that he had stage 2 lymphoma. The great thing about Jason though is he doesn't dwell on the hard and difficult and he is ready to take on this challenge in his life. ,0,5,6,N,Y,F,B,75-100k,Y,30,,
c9jdt4d4c1snz8bxvpaz,10,female,journey,9354,3174,3297,38558,122829,25741,7165,12963,5896,4924,3461,27198,4285,7809,5623,5421,288273,1,2,Jennifer was recently diagnosed with lymphoma.,6,6,5,N,Y,F,M,100-150k,Y,56,,
c9md7vwj59r1z617u71q,5,female,literal,7503,1957,2672,17650,37979,40006,6505,2616,2570,2204,2170,5755,3202,20633,1859,5566,161170,1,2,"I would describe Jennifer's situation as difficult and troubling. She has a long journey of chemo ahead of her, and needs as much love and support as she can get.",0,4,4,N,Y,M,B,75-100k,Y,28,How we perceive crowdfunding campaigns for healthcare vs. keeping money for ourselves.,
caeknf70m3lfmmj9m11u,5,male,journey,7808,2712,7996,19966,12570,22649,13371,6156,4173,2406,2600,8974,4407,2508,1743,8080,129175,1,2,I would tell them directly and not beat around the bush.,2,5,5,N,Y,M,HS,25-50k,Y,26,,
