ppt,donation,cond_sex,cond_metaphor,rt_consent,rt_check1,rt_check2,rt_instructions,rt_trial,rt_description,rt_pastdonations,rt_sympathy,rt_urgent,rt_self_cancer,rt_ff_cancer,rt_demographic,rt_age,rt_purpose,rt_feedback,rt_debrief,total_time,check1,check2,description,past_donations,urgent,sympathy,self_cancer,ff_cancer,gender,education,socioeconomic,english,age,purpose,feedback
6ng5te0ep581rv5gexgr,25,female,battle,27646,2871,3314,26090,49499,53048,5008,2565,7877,2925,2634,15960,3558,3434,2205,14548,224011,1,2,Jennifer has lymphoma cancer and is undergoing chemotherapy treatments. Her friend is trying to help raise money to help with the expenses along the way.,20,6,6,N,Y,M,D,50-75k,Y,56,,
6nns1j4ge62ghln8aw15,10,male,journey,19206,2949,4127,31568,81077,52768,7760,5585,4812,3571,3586,11547,3809,12530,4353,12557,262291,1,2,Jason has a long fight with cancer ahead of him and has a strong mental attitude about making it to the end of the road.  He already had surgery and is now faced with several months of chemo and possibly radiation.,6,4,5,N,Y,F,B,75-100k,Y,47,Whether or not people were likely to donate to strangers.,Thank you
6nuan8j38dro5qrgn7fd,50,female,battle,14694,2493,3527,13716,13941,36929,5684,4683,90208,3746,4038,14569,8940,133747,17044,15061,383576,2,1,"Jennifer Joanna Aniston (born February 11, 1969) is an American actress, film producer, and businesswoman. The daughter of actors John Aniston and Nancy Dow, she began working as an actress at an early age with an uncredited role in the 1987 film Mac and Me. Her first major film role came in the 1993 horror comedy Leprechaun. Since her career grew in the early 1990s, Aniston has been one of the highest-paid actresses in Hollywood.",33.13,4,5,Y,Y,M,M,50-75k,Y,28,help others ,very good
6ny5lxogjj8ztrfk7rqq,20,female,literal,8625,2206,3490,51877,91111,118241,5511,3222,6752,2994,2477,13569,3449,3075,1375,5330,323929,1,2,Jennifer had a thyroid surgery where it was discovered she has Stage II Lymphoma. Doctors say she will need many treatments of chemotherapy and possibly radiation in the future. Jennifer's best friend is raising money to help pay for the inevitable expenses that come with such a diagnosis.,6,4,6,N,N,F,M,<10k,Y,25,,
6osbp59hdv56r3c2bxzl,45,male,literal,22109,1561,3727,37762,49642,49414,7075,3924,10887,3753,2912,35049,3208,23461,4989,23845,284489,1,2,Jason was diagnosed with cancer and is maintaining a positive attitude. He is currently undergoing chemotherapy and is raising money to pay for his medical bills. ,2,5,6,N,Y,F,B,<10k,Y,23,The generosity of others. ,Nope. Thank you!
6p1ta90vnp1evpb1yqpp,25,male,literal,57449,7024,6089,29703,69020,178458,15913,12122,19373,6702,6230,30804,16937,6912,4427,44138,511830,1,2,JASON HAS STARTED CHENO TREATMENTS FOR STAGE II LYMPHOMA AFTER THYROID SURGERY.,100,3,4,N,N,F,B,50-75k,Y,60,,
6q3k1sgtwg0f61lap9zp,15,male,literal,8571,2355,2511,33881,44078,43037,7563,3287,3861,2255,3072,9778,2777,2819,2223,15174,187512,1,2,Jason was diagnosed with cancer and is currently undergoing chemotherapy over the next few month's. It sounds like he is responding well.,0,3,4,N,Y,M,B,<10k,Y,23,,
6qx01ufxqx1cgjo5g2xy,30,male,battle,11270,3356,3566,27543,31950,27846,8623,2369,5308,4708,2064,7803,2922,13470,1582,9081,164775,1,2,Jason is a young man fighting Lymphoma. He has gone through chemotherapy and is moving on to other treatments but needs funds to continue.,0,5,4,N,Y,F,HS,75-100k,Y,36,How sympathetic we were to people with cancer.,
6r869daapuv0neb161yb,15,male,battle,3794,2332,3709,1098548,7370,25388,3759,1989,2847,2290,1441,5490,2301,2673,1759,4609,1170502,1,2,"Jason is in a very difficult and costly situation and is going to need a lot of help, both emotionally and financly ",1,6,5,N,N,M,D,>150k,Y,31,"NA","NA"
6rrdg9x1y36q1b5q4s3p,25,male,battle,107583,118360,33884,73205,49744,158205,32489,14788,31298,9391,28105,18801,16591,5512,3139,15644,718594,1,0,Jason that he has a heart of gold. but after undergoing a complicated thyroid surgery. Jason was diagnosed with state ll lymphoma. he knows that everyday in the near future is going to be a battle with this disease.,2,4,4,N,N,F,B,25-50k,Y,40,,
6rwkbq0a7q8qf76rro5k,20,female,journey,24811,1535,3276,22680,55312,35771,5985,4115,11060,3008,2267,14023,6505,2696,1176,26551,221158,1,2,She has Cancer and is facing a lot of really hard things that go along with that. This includes nausea and fatigue not to mention the chemotherapy.,12,2,3,N,Y,F,B,75-100k,Y,24,,
6rx4rxfrd9ew6ogcug01,3,female,literal,22496,2311,2781,52535,39396,53398,6151,3161,3622,2639,2234,11072,3366,59660,76020,14288,355652,1,2,Jennifer has cancer and needs help paying for treatment. They are hoping to raise money for her on gofundme.,0,4,6,N,N,F,B,10-25k,Y,33,"Willingness to give to others who are in tough situations. These types of studies are hard for me to answer honestly at the moment, as I have lost my job due to Covid, and I really can't afford to donate. In normal life I would be much more generous.",I've been thinking that the studies asking about donating/charity might be a little skewed now that people are losing their jobs. I wonder if it will lower the rates people are willing to donate? Might want to add a question about the respondent's current financial state due to Covid and see if that influences results?
6rybgq7u23w6werx1r17,5,female,battle,9978,2010,3854,29133,44846,27156,6162,4862,10629,2966,4114,15275,3757,2436,2716,5615,176434,1,2,She is battling lymphoma and needs help paying her medical expenses.,8,6,6,N,N,F,HS,10-25k,Y,43,,
6sl2tnh6f7patv08d96m,25,female,battle,7020,2237,3102,228444,226770,137444,7206,1972,3774,3516,2353,7320,5405,8702,1791,32393,680028,1,2,"After a complex thyroid operation, She was diagnosed with stage II cancer recently. She now has an uncertain future of doctor visits and medications and is in need of financial assistance",3,5,5,N,N,M,A,25-50k,Y,37,,
6sv0m0836swpc2l9lks6,50,male,battle,23687,3176,3732,28889,63315,46633,7771,2375,4568,4189,2263,8901,3361,3960,3201,11545,221740,1,2,He is in a tough situation. He has a chance to fully recover and he is on the road to do it its that it will take time a lot of money. The expenses are high but it can be done.,2,5,5,N,N,M,B,50-75k,Y,30,none,none
6swrexod9pavl2wj9rgp,10,female,literal,9152,2394,4132,41805,50486,40187,7332,5732,5167,3564,4080,12409,5119,3299,2025,18685,218859,1,2,She has lymphoma and needs money to get her treatments. She is very sick.,0,5,4,N,Y,M,B,25-50k,Y,70,,
6tfmkvfmbooks3slm8e6,50,male,literal,8477,4440,3782,26022,49471,26953,4167,2102,3246,1907,1241,7612,2626,2427,1091,3675,149735,1,2,Jason is pretty much bed ridden. He needs help and he has lymphomoma. ,0,3,3,OO,OO,F,A,50-75k,Y,25,,
6tztz024v1474hclq94o,25,female,battle,32896,4420,3763,8044,11849,5549,6878,4675,8577,21583,6643,15316,7074,6885,6998,9076,161396,2,2,na,11,4,3,N,N,F,HS,25-50k,Y,52,na,na
6uneyxuqnczrdn5zphdc,30,female,journey,30712,3667,4326,23416,576423,22671,2677,3180,4846,2770,3329,16319,4898,8212,3586,3840,715425,1,2,I will inform my friends that she is in emergency and need to help from people what ever we can which helps a lot.,2,5,3,N,Y,M,B,50-75k,N,34,Cancer,None
6v0e09apg9ff5vn9b3f0,5,female,literal,9950,2028,2543,16870,35327,40662,8475,6851,13797,3678,5397,23489,9333,2654,1391,12059,195355,1,2,She is dealing with chemo and possible radiation for her lymphoma but she has a wonderful friend who is trying to help her.,8,4,5,N,Y,F,B,OO,Y,44,,
6vfzxghmjbbpx89yrovy,5,female,literal,16021,15021,7755,129254,39327,31394,54057,3521,12151,121043,7660,42300,7453,8242,5792,6782,512095,1,2,jennifer had cancer,5,4,5,N,N,M,M,25-50k,Y,28,good,good
6vpfs2a0okr2c8w47he6,45,male,battle,23909,3397,5561,53600,88541,47342,9227,3504,5511,5514,3684,11309,5320,7390,3485,9218,287231,1,2,This kid is going through a tough time physically and financially.  I'd ask you to find it in your heart to donate whatever you can to help.,2,6,6,N,N,F,A,50-75k,Y,61,,
6w47vbx8bl61fe9n31pa,5,female,journey,67767,2527,3510,118148,63660,29736,44730,21321,21464,4188,3221,9906,3400,2372,2012,4133,402671,1,2,She is looking at a lengthy battle with cancer that will require multiple treatments. ,0,3,6,N,Y,F,HS,10-25k,Y,34,,
6wmpb6lwk7xdc1swwv45,35,female,literal,36599,5010,4689,49641,57248,83766,10916,5216,4111,3744,2873,28274,3127,19791,3286,12496,332044,1,2,Jennifer is a person who needs chemotherapy and radiation. Her best friend is raising money for offsetting the costs of the therapy and the hospital visits.   ,2,5,5,N,Y,F,D,25-50k,Y,33,Response to charitable situations. ,
6wxlc42jvyk12f7a4q2o,35,female,journey,67682,6548,5916,68391,135260,152460,271750,6341,7445,5011,6820,37141,6852,52982,7702,11699,851991,1,2,She is really in need of help. She is suffering from cancer and needs to undergo several treatments of chemotherapy and also radio therapy. She is a very good person and any little financial help will be highly appreciated.,2,6,6,N,Y,M,B,75-100k,Y,32,How sympathetic and charitable we are.,None
6xg2jw1j1yz72fxavglw,0,female,literal,5614,1808,4928,35474,40770,55939,7714,2855,9510,3410,2599,10240,3308,21944,2923,19605,229153,1,2,I'd say that Jennifer has cancer and that she has a lot of treatment ahead of her. I don't know how well she's doing but I wish her the best.,15,4,6,N,Y,M,B,50-75k,Y,47,how willing I'd be to donate to a gofundme.,
6xvkpztpdtv91gx83hbh,5,male,journey,20740,2073,3259,20755,13044,29987,6191,3384,3653,2847,2249,9766,3718,4842,2688,13025,142815,1,2,tough and will take a lot of time to fight it,3,6,6,N,N,M,M,<10k,Y,56,IDK,
6ycdvtcv1tmmrourxyqd,2,male,literal,11792,3326,4296,40594,78424,78170,11126,10066,4610,7490,7626,15680,3786,2220,2164,14436,296588,1,2,He has lymphoma and has had surgery. He now will get chemo for a few months.,0,1,0,N,Y,M,HS,10-25k,Y,33,,
6zwsgbem3vs10rprgwed,50,male,battle,4169,1852,2764,26979,19587,72753,5091,2332,2905,2603,2513,13064,3700,2970,29076,8081,201010,1,2,"He has had cancer, is battling with it now (cancer goes into remission not a ""cure""...there are still possibly cancerous cells waiting to mutate and grow.) This is even more true in a cancer which attacks the body's own defenses, like lymphoma or leukemia. He needs all the help he can get.",2,5,5,N,Y,M,HS,25-50k,Y,35,,"If this was real and I win, you better donate every penny out of that fifty to someone who needs it. No keeping it for yourselves."
7067kl35xpvnl9e1rr2q,25,male,literal,11079,5606,8166,28090,30657,3537,9330,3746,10548,7527,5716,33412,6628,11167,8719,7153,191721,1,2,,5,5,4,N,N,F,HS,<10k,Y,25,good,no
70hmdfkkwx35g4tguzhc,0,female,battle,3102,1760,2493,8580,26059,21698,4278,2809,3852,6552,4528,7325,3319,6074,1626,5015,110283,1,2,Jennifer has cancer. She has lymphoma and is undergoing chemo,0,3,0,N,N,F,HS,<10k,Y,28,Compassion,
71a6z41v2kbfvk1zlq3b,5,female,battle,10399,4631,3650,36314,77869,23225,10019,3746,5620,4225,2686,19007,5314,25663,2681,6922,242807,1,2,She needs critical help to battle lymphoma.,2,4,3,N,N,M,M,50-75k,Y,60,Willingness to donate based on a friend's appeal?,
71h2qmqd9rygbn0t61lz,40,male,literal,141961,6009,9867,57071,121971,127324,18525,5627,10996,6796,6898,19719,12170,4797,6421,7430,566583,1,2,He suffering Thyrod type decease. I hopefully provide my help to collection donation for his treatment with friends and family.,2,6,6,N,N,M,M,50-75k,Y,39,,
71ps95ejdo4scut6fnbl,25,male,literal,101388,5525,5041,610245,29641,109084,99525,49688,7156,6202,3846,13279,6251,46013,2534,70229,1175637,1,2,"Jason is a man who needs help, he has lymphoma and he doesn't have the means to treat it. It's a serious disease and any kind of help, no matter how small, will help him move forward.",2,5,5,N,N,F,A,25-50k,Y,34,The generosity of people or the empathy that people have when they read about these kinds of issues. ,
71vs1ufy45b58x1rg2d4,42,female,journey,26699,9715,5827,36439,55484,28378,7519,4960,11882,5616,4516,14770,5967,26789,12839,17901,276620,1,2,she is going through a serious disease,4,4,4,N,Y,F,B,10-25k,Y,26,to know about humanity,Nothing
723v2hqfn5m7hn2w1sz8,45,male,battle,48394,3629,5512,52234,98273,104148,10092,11064,5187,5734,4230,21586,4995,28670,14853,12815,432016,1,2,He has lymphoma. He's currently undergoing Chemo but it's a long road ahead. He is ready to fight and do what he has to save his life.,0,6,6,N,Y,F,HS,<10k,Y,35,To see how much we are willing to donate based on a scenario we are given.,none
72shstpf1tsnmvr20e02,10,female,journey,11941,2322,3638,22423,38191,34701,5622,3926,4671,4750,2957,18804,4430,5071,1615,7235,172709,1,2,She just had a tough thyroid surgery and now has been diagnosed with cancer and could use our help ,5,5,5,N,Y,F,HS,50-75k,Y,47,unsure,
7335oer86ydbyxlrqjqv,30,male,journey,12188,2506,4060,30294,38906,71749,6539,3802,4328,2237,3743,8889,5794,3447,1401,5243,205273,1,2,Jason is undergoing chemotherapy for lymphoma and his friend is raising money to support him,0,4,6,N,N,NB,B,<10k,Y,29,,
7465p538x67fbwh34bf9,40,male,journey,28897,10508,19521,28155,25736,45075,17498,4281,11017,99229,3431,11056,5131,26632,9668,11965,358973,2,1,"Jason lay there for a few minutes not knowing what to say.The whole situation shouldbea happy onefor both of them, but he kind of felt the same way.",2,6,6,N,Y,F,B,25-50k,Y,26,What do you think we were testing for in this experiment,very good touch
757xvjgpydj78kx1281a,45,female,journey,18143,4993,5803,36575,87639,115046,13178,7502,9305,5963,9669,33715,9366,8390,3691,18792,388667,1,2,there is  a girl who was suffering from lots of complications after diagnosed by thyroid. i would like to donate some money for her to get well. ,2,4,4,N,N,M,B,10-25k,Y,40,,
75a56o1t1uhxl2nw9bg8,25,male,literal,46377,3621,3808,67570,101981,132886,23425,15127,9349,7454,2536,20543,4866,6757,4846,35252,487092,1,2,Jason was diagnosed with lymphoma and went through a complicated thyroid surgery. Now he is undergoing chemotherapy for another 3-4 months.,2,5,5,N,N,F,P,50-75k,N,43,,
75uahdxjl3syz2yk5zvq,20,female,literal,12358,2862,3018,45719,56600,50744,9022,5522,4674,3035,3130,9041,4018,40696,2024,14463,267069,1,2,Jennifer is a kind person who was diagnosed with cancer and has to undergo several rounds of treatment. Her friend is raising money to help pay for her treatment costs. ,1,5,6,N,Y,F,D,50-75k,Y,28,Willingness to donate when there are selfish incentives involved. ,
76ccal3z6o9k1f3d5v0u,15,female,battle,12894,5276,5277,39215,30008,37023,5445,3126,6224,2494,3857,11916,4364,16769,2759,11058,198084,1,2,Jennifer is suffering from lymphoma and with your contribution you can help her get well through required procedures.,2,5,5,N,Y,M,A,<10k,Y,27,Campaign effectiveness.,
76h75bhjwrp3qh1xqry6,40,male,literal,13638,5009,6454,43487,106245,234124,10184,4437,6094,6207,3861,28347,8374,9382,2310,10271,498807,1,2,"Jason has Type 2 Lymphoma. He's fighting really hard to overcome this disease. Right now, Jason is getting ready to start chemotherapy, after finishing radiation treatments. Jason is a strong person, but has his ups and downs. Everyone is praying that Jason will beat Lymphoma.",3,5,6,N,Y,F,A,50-75k,Y,51,,
77vsb7ho3pxp39f1aclc,10,male,literal,4455,2401,2782,25055,21439,67998,5894,1734,3790,3429,2070,5752,2766,7502,1271,2878,162029,1,2,Jason has Lymphoma.  He will need to go under procedures for the next 3 to 4 months.,4,3,3,N,Y,F,HS,<10k,Y,33,I'm not sure,
77wua2ddu9m3qa1lu0js,0,female,journey,3040,1959,3173,10262,12569,37923,5851,2269,2472,5378,2181,10687,2835,2316,1048,5127,110103,1,2,Jennifer is sick and has to pay medical bills.  it isn't her fault that she got sick.  The government needs to help her.  The last thing she should be worrying about is bills.,0,6,6,N,Y,M,M,100-150k,Y,31,,
794rr33agtkds738cn0u,10,male,battle,13934,2037,2831,19007,24197,53048,4766,2676,5260,2426,2388,8154,4092,43426,4511,4255,197705,1,2,he is at an early stage of lymphoma treatments and has a good chance of full recovery but he has a journey ahead of him in this battle. He needs money to help with his treatments. ,5,2,3,N,Y,M,M,100-150k,Y,50,to see how the appeal would make people feel or react to the overall situation the person was in and how much that appeal would make people want to donate to help ,none
79g5vadw0s7z5jdrqds5,10,female,literal,21236,3121,4519,77807,89301,82046,9231,8248,4919,4343,6312,16199,4943,4706,2110,7969,347229,1,2,Jennifer has Lymphoma and needs money. She needs to pay for chemo and trips to the treatment.,4,6,6,N,Y,M,B,50-75k,Y,67,,
7abfb8zvkslzq123cmf4,20,female,battle,5426,3741,3606,55276,108727,148903,7672,7226,6287,5628,2852,9655,3286,2065,1660,5242,378216,1,2,Doctors discovered she had this ill after a surgery since then she's struggling with this condition and she needs help  ,0,3,4,N,Y,M,B,25-50k,N,34,,
7bjvv6vozpp6sf762s6k,0,male,literal,4853,2061,2709,22276,21777,17607,7201,5703,8924,10936,2578,14840,3309,3027,1260,2135,131572,1,2,He has a thyroid issue.,0,4,2,N,Y,M,B,25-50k,Y,30,,
7bpvzxb5zht1pvspbg7m,5,female,journey,7229,2008,2694,51654,62460,55677,4967,3774,3775,3615,1854,8211,3207,1911,1319,4124,219037,1,2,"Jennifer was having thyroid issues, and then it turned out she had lymphoma. She has been struggling a bit throughout the treatment process. ",0,5,2,N,Y,F,B,<10k,Y,37,,
7bvwf84k3m4z5v5zvu7n,10,male,battle,25844,4023,5703,54275,50488,72230,12046,8490,6166,4689,10404,22778,5107,21320,3282,11897,319090,1,2,Jason has cancer and needs treatment to get better.  This will be a long process and will be weak and sick during this time. ,4,3,4,N,Y,M,B,100-150k,Y,52,giving,
7cdfwl41ca9n8wfhspl0,20,female,literal,256033,90331,2974,13552,15143,18310,4143,7038,3471,2247,1951,8284,3055,10120,1360,13510,451944,1,2,Jennifer has lymphoma. It is a very serious cancer and she needs the money.,25,5,5,N,Y,M,M,50-75k,Y,43,I was wondering but am completely unsure.,
7ddma05pxegev4r2z29e,20,male,journey,26843,2833,4147,43704,99402,146242,11031,4723,3701,2977,3467,25322,3638,56131,1908,30904,467595,1,2,"Jason's situation is a difficult one, but there are countless more people in the same situation as he. While his situation isn't critical or particular, it's still worth trying to help him out so he can have an easier go of his treatment. Everyone deserves the same chance.",0,1,3,N,N,F,<HS,<10k,Y,25,To assess my perceptions of a situation given the information provided and how that influences a consumer decision.,
7dlmqs7bz9pooebu5pb8,39,female,journey,28105,5863,9352,6954,9291,3502,10958,5985,9421,8157,4447,23836,8129,498451,3438,29070,666267,1,0,,5,5,6,N,N,M,M,25-50k,Y,32,,
7ff8b8l35hlylpmwqp69,5,male,literal,6264,2113,2723,23465,40272,62719,3749,2877,4202,2560,2600,9097,3836,2321,1618,3541,174273,1,2,"Jason has lymphoma and is going to be needing many medical treatments in the near future, possibly including chemotherapy and radiation.  He has a positive outlook and is even feeling pretty good physically other than a few days of nausea.  He needs help affording the cost of the treatments in the future.",12,4,5,N,Y,F,HS,100-150k,Y,33,,
7gkv72wlnq4eztgh3myu,15,male,literal,4111,2633,5359,28121,11789,69883,2452,1613,15503,5589,1997,9234,2710,20039,4615,7175,193062,1,2,His situation is unique and makes me feel that I am more grateful in my position. I enjoy being able to help people. His situation is unfortunate. ,24,3,3,N,N,F,B,25-50k,Y,35,honesty and to find out if people will actually donate to a legit situation ,thank you
7gn8w6lw79qjlql7sjv4,5,male,battle,16897,2097,3319,27728,18936,44136,7023,27712,7278,2031,2191,8844,4215,6743,1575,2080,183193,1,2,"An individual who had a serious illness and a disease. Can't work, but struggles to pay bills and get assistance.  It's a debilitating disease. ",10,3,4,N,Y,M,B,50-75k,Y,38,empathy and sympathy,
7h1flfqv750u1ncjs91t,5,male,journey,28842,2412,4365,26906,32360,42203,5904,2371,6389,2948,2262,10872,3660,23245,1366,6801,203240,1,2,"He has had a tough battle with cancer. His therapy is taking a lot out of him, but we think he is on the road to recovery.",20,4,6,N,N,M,M,OO,Y,56,How people feel about donating to cancer patients,
7j78qm0cjwqrk2lb54a5,15,male,literal,15236,3287,19948,50711,44187,832659,8132,5589,9568,42245,6714,9241,3739,136463,8913,21379,1221890,1,2,jason have to undergone with a thyroid treatment and he is good in nature. he is in the stage two lymphoma.if he had treatment of 2-3 months he will recover soon. if that person of friend help him he will recover soon hopefully.,3,6,3,N,N,M,B,50-75k,Y,57,reading and answering from passage and randomly selected for bonus. in that 50 dollars of bonus how much will be get bonus and indicating how much will give for donation,nop issues everything ok
7j7q3q8z2xm95c7qhvzp,29,male,battle,372654,25902,2613,33781,879302,39964,44080,2250,4308,2262,2613,8291,3941,1765,1109,3424,1429259,1,2,Jason's situation sounds heartbreaking. I am cautiously optimistic for him to have a full and successful recovery / treatment,5,6,6,N,Y,M,A,25-50k,Y,30,,
7jb6qheeezzepaheupsq,45,male,battle,10931,1988,3448,8211,7579,30686,6597,2252,4655,2696,2609,28466,3791,4652,1622,6223,127008,1,2,it looks bleak and he needs some help and some hope.,10,4,4,N,Y,M,A,>150k,Y,35,,
7k8lwnozt8laoegqp241,45,female,battle,9671,5910,5650,14619,8092,4283,5369,2019,6283,2960,2294,8691,4653,10789,19034,7835,121394,3,3,nice,3,6,6,Y,Y,M,B,10-25k,Y,56,like the survey,no comments
7l5hdq7ey6wws8cmjux1,35,female,literal,9053,3534,3259,33273,39035,30725,7284,3614,6754,5329,2725,9973,5132,53135,1825,6481,221367,1,2,Jennifer is going through chemo treatment for cancer.,4,4,6,N,Y,M,HS,25-50k,Y,56,I'm not really sure.  I suppose you might be testing how different scenarios will influence someone's willingness to part with some or all of a possible bonus.,
7l61u66t9bzu6ykbfooe,30,male,battle,9355,2963,3080,20636,6170,11934,2685,3278,3243,3050,1877,6943,2661,1810,1204,8168,89580,1,2,He is a need of a good hand,1,4,4,N,N,M,HS,<10k,Y,25,,
7lgr1pwpxrfj3ej9q0h8,50,male,battle,30311,5476,7306,91943,83785,35185,15474,9574,11787,7743,7597,18233,19214,11326,14881,9330,379828,1,2,very bad,0,5,4,N,N,M,M,50-75k,Y,29,not bad,EXCELLENT
7lvl7uh2p1z0yuffv1pb,25,male,literal,5416,3062,3488,10998,53021,23714,4624,2649,9072,2636,5069,7668,2292,2184,2261,4445,143005,1,2,Jason has cancer and needs extensive treatment which is beyone expensive. ,8,6,6,N,Y,F,HS,25-50k,Y,44,,
7mlqok33ftyly90nvgke,45,male,literal,224614,11417,4718,27724,24440,27645,8589,9818,41811,22752,6476,15204,7928,3484,3717,25809,468185,2,2,,30,5,6,N,N,M,B,50-75k,Y,66,,
7n22ybwa6pqeeu1ckpwq,25,female,journey,54840,7654,64811,46197,61163,79806,18932,7652,11732,10236,9201,22466,6525,6532,4330,22591,435595,1,2,she need a treatment.,2,5,4,N,N,F,B,10-25k,Y,43,,
7nhv2288hoayyxv1foz6,9,female,literal,11795,2870,2874,33561,61420,31000,6926,4036,4533,3951,3360,18120,5465,3002,1292,19178,214982,1,2,Jennifer has been diagnosed with lymphoma. She needs help with expenses.,0,4,2,N,Y,F,HS,25-50k,Y,35,,
7njdgq37438rw1uxvtbd,50,male,literal,12567,2605,2631,15332,6568,41524,3467,3181,3237,1744,3306,7490,2709,1867,1585,2389,112470,1,2,He is battling a very life-threatening disease. He needs all the financial assistance he can get to make it through.,12,6,6,N,Y,F,M,<10k,Y,32,,
7om69x91718e5r96ehrw,19,male,battle,5616,3754,3454,25550,60408,232982,9524,6407,21671,3843,3128,18012,12780,116154,2163,3211,529382,1,2,Jason has a good attitude and wants to fight his leukemia. He has faced many battles and will continue to do so. He has good days and some down days but continues to be positive. He’s helped others in the past and now it’s our turn to help him.,15,5,6,N,Y,F,A,25-50k,Y,54,I believe you are testing to see how people empathize with “concrete” charitable donation requests.,
7ooh8b4zh491lebujwas,30,male,literal,13698,4658,9266,41061,16867,85226,29533,14830,4,12643,7593,49357,59941,12121,13088,5827,376746,1,2,Jason`s situation we should safe and take care of our friend,33.13,4,6,N,N,F,B,<10k,Y,32,Good,Nothing
7p28u1vrvm1evonvfmla,1,male,literal,4043,1374,2018,13090,6488,25920,4389,4588,3259,1908,2348,10364,2178,1339,859,2557,87042,1,2,He has cancer. He is going to need treatment. ,10,5,5,N,N,M,B,50-75k,Y,31,,
7rvbyjuyym4m331c11vn,25,male,journey,11192,3021,2948,30178,21379,34081,7561,5177,22540,2786,5999,14423,6254,7862,21406,6586,204141,1,2,He's fighting lymphoma and has extreme medical expenses.,18,6,6,N,Y,M,B,10-25k,Y,56,No idea.,"I always donate 50% of ""found money"" in surveys like this."
7s3fd3ekwf9pacpz8vzn,0,female,journey,2090,1394,1706,8500,14282,48259,4487,2443,3712,2233,1734,6371,2222,4078,2200,7313,113313,1,2,Jennifer has lymphoma and needs chemotherapy. She needs it for 3-4 months. ,0,1,4,N,N,M,M,25-50k,Y,33,no idea,no
7sc4vdv1tkvum8yq04rv,25,female,battle,18770,2957,7277,72177,76942,74515,3904,2832,8651,2925,2066,8021,3597,33858,14739,3153,337014,1,2,Jennifer was diagnosed with Stage II Lymphoma.  She will need to fight the disease with medicine treatments and chemotherapy for the next 3-4 months.,2,6,6,N,Y,M,B,50-75k,Y,33,"My willingness to donate money to various charities, versus keeping the money for myself.",I do not have any additional feedback. Thank you for letting me participate in this study.
7slb10egdjo0r9xecnk7,25,female,journey,10374,3733,6210,50104,72668,68441,18059,4740,10765,4270,5543,18790,5886,26494,4304,5789,316863,1,2,Jennifer is a young lady that had a thyroid problem and is now suffering from leukemia. She could use some help financially since she is no longer able to provide for herself.,2,5,6,N,Y,M,A,25-50k,Y,36,to see how different demographics respond to the task,no
7smdf4er6nkjcgm44k8z,1,male,journey,8688,15060,3916,24246,48707,80434,8380,6168,4218,2909,2609,9713,3773,2303,1300,7195,230880,1,2,Jason has lymphoma and he had to undergo surgery.  He also will have to go through chemo treatments every 21 days for the next 3-4 months.  He had some nausea and fatigue the first round but he recovered well.  ,1,5,6,N,Y,F,HS,50-75k,Y,39,,
7srebzx2pfdv2yx03v05,0,female,journey,15650,11288,2674,18484,32692,14300,5813,3923,3773,2369,3621,10692,3125,1604,1341,10541,142600,1,2,She is dealing with lymphoma and the side effects of treatment.,1,6,6,N,Y,M,B,25-50k,Y,36,,
7t267wucd89joswdh1fr,1,male,battle,2479,1634,2998,15512,70134,26095,5255,1446,2935,3222,2878,5344,3670,1936,1487,2149,149630,1,2,"Hes recovering from lymphoma, I dont know him so I dont know how much of what I read is real so I cant say much about him.",1,3,3,N,Y,M,HS,25-50k,Y,31,,
7tm56enxh44nkxez6lb5,5,female,battle,4932,3678,3989,32358,57518,34742,5279,2190,3501,5263,2253,5355,3229,1711,1215,4520,172173,1,2,"Jennifer is battling for her life and needs all the help she can get. Medical costs, being the the biggest one.",0,5,5,N,Y,M,HS,10-25k,Y,37,,
7uedu9zwtonrqrw0qrhl,45,female,journey,73788,3699,2678,14632,24795,17516,8467,16536,11370,5263,5653,36943,10419,5890,1520,10076,252374,1,2,lovely character,9,4,4,N,N,F,B,50-75k,Y,46,,
7vasrsmvgfb27q31cnwv,15,female,literal,5566,2172,3135,147944,35079,26070,5454,4038,5623,3190,2670,7002,4270,21175,1143,22098,296987,1,2,Jennifer is suffering from Lynphoma and is a good person with a lot of medical expenses.,5,3,5,N,Y,F,HS,10-25k,Y,23,To see how much people would donate if they knew there was a chance they could win the remaining amount.,
7whugse89b47fspmnox7,0,male,journey,6558,2480,3598,29926,55037,40894,9087,9061,5749,4677,2725,11767,4308,2846,2024,5799,196946,1,2,Going through cancer treatments.  Could use some help with expenses.,2,4,6,N,Y,M,B,25-50k,Y,56,,
7xgu4s1fygq1doyf2t4t,35,female,journey,45310,21874,7281,27806,16960,231886,7166,4302,7903,4254,8254,11841,7878,59391,2527,9373,475577,1,2," Jennifer knows she has a heart of gold,which can change when complicated. and she know everyday being new challenges.",5,4,4,N,N,M,B,>150k,Y,35,This is know how people react to treatment or difficulties.,
7xw1g5bh149fjdn0gyc7,15,female,battle,23150,2245,4404,25717,34406,75023,4372,3269,3156,3248,2607,13331,3550,3482,1418,7873,211619,1,2,"I would say that Jennifer is battling a rare form of cancer after having thyroid surgery. She is needing chemo and radiation and those are very costly, but right now that is all that is saving her life and helping her cancer.",3,4,5,N,Y,F,B,25-50k,Y,31,,
